"","Parcel_Number","sale_price","Sale_Date","Land_Economic_Area","Land_Net_Acres","Appraisal_Date","Utility_Sewer","Utility_Water","Utility_Electric","View_Quality","Waterfront_Type","Crime_Num","withInSewerImprovement","near_firestation","near_healthcare","near_libraries","near_policestation","near_schools","near_waterplants","row_num"
"10912",5630000200,235000,2018-10-29,"2018-01-16",0.1377,2018-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10913",5630000480,254000,2018-08-22,"2018-01-16",0.1377,2018-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10914",5630000700,96346,2018-05-15,"2018-01-16",0.1377,2018-03-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10915",5640000216,186000,2018-07-10,"2003-03-06",0.2754,2012-10-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1275,"N","Y","N","Y","Y","Y","N",1
"10916",5640000984,635000,2018-04-09,NA,NA,NA,NA,NA,NA,NA,NA,1275,"N","Y","N","Y","Y","Y","N",1
"10917",5640001350,196000,2018-02-14,"2003-03-06",0.3099,2012-09-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1275,"N","Y","N","Y","Y","Y","N",1
"10918",5645000170,249500,2018-02-16,"2018-01-22",0.1508,2018-04-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","N","Y","Y","Y","N",1
"10919",5655000060,398500,2018-11-14,"2018-01-15",0.1206,2018-03-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10920",5660000380,163350,2018-12-11,"2018-01-16",0.1721,2018-04-10,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10921",5660000450,270000,2018-09-13,"2018-01-16",0.1342,2018-04-10,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10922",5660200330,205000,2018-01-08,"2018-01-16",0.1434,2018-04-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","N","Y","Y","N",1
"10923",5665000170,430000,2018-10-09,NA,NA,NA,NA,NA,NA,NA,NA,88,"N","Y","N","Y","Y","Y","Y",1
"10924",5665000171,250000,2018-11-02,"2002-03-05",2.0027,2017-04-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,88,"N","Y","N","Y","Y","Y","Y",1
"10925",5665000253,1970000,2018-10-29,NA,NA,NA,NA,NA,NA,NA,NA,88,"N","Y","N","N","N","Y","N",1
"10926",5665000341,7075000,2018-05-25,NA,NA,NA,NA,NA,NA,NA,NA,88,"N","N","N","N","N","Y","N",1
"10927",5665000482,499950,2018-06-01,"2002-03-05",1.8365,2017-05-04,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,88,"N","Y","N","Y","Y","Y","Y",1
"10928",5670000521,250000,2018-12-20,"2018-01-16",0.1434,2018-03-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10929",5670001432,305500,2018-04-18,"2018-01-16",0.0861,2018-04-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10930",5670002020,299000,2018-05-23,"2018-01-16",0.1147,2018-03-28,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10931",5670002300,291500,2018-09-17,"2018-01-16",0.1147,2019-06-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10932",5670002350,270000,2018-10-23,"2018-01-16",0.1377,2018-08-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10933",5670003440,270000,2018-06-28,"2018-01-16",0.1147,2018-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10934",5670003810,204000,2018-12-10,"2018-01-16",0.1147,2018-07-25,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10935",5670300220,180000,2018-11-15,"2018-01-16",0.0849,2018-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10936",5670400363,290000,2018-07-29,"2018-01-16",0.1147,2018-07-25,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10937",5670400380,246000,2018-10-02,"2018-01-16",0.1147,2018-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10938",5670400870,12500,2018-02-23,"2018-01-16",0.0895,2018-04-26,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10939",5670400890,25000,2018-02-28,"2018-01-16",0.3445,2018-05-02,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,943,"N","Y","Y","Y","N","Y","N",1
"10940",5690000872,320000,2018-10-04,"2017-09-01",0.1151,2017-12-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"N","Y","Y","N","N","Y","N",1
"10941",5715000091,303000,2018-08-15,"2004-06-26",0.1222,2018-05-22,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,56,"N","Y","Y","Y","N","Y","N",1
"10942",5720000160,150000,2018-07-06,"2016-07-02",0.1004,2017-10-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,56,"N","Y","N","Y","N","Y","Y",1
"10943",5721000580,285550,2018-06-11,"2007-02-01",0.2203,2015-04-22,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10944",5723000080,247500,2018-05-25,"2007-01-01",0.2428,2015-12-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","N","Y","Y","Y","N",1
"10945",5723000180,246000,2018-10-19,"2007-01-01",0.3253,2015-12-10,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","N","Y","Y","Y","N",1
"10946",5725000100,285000,2018-12-04,"2007-02-01",0.2456,2015-05-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10947",5731000210,296900,2018-03-30,"2007-02-01",0.2994,2015-04-23,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"N","Y","Y","N","Y","Y","N",1
"10948",5740000650,360000,2018-12-10,NA,NA,NA,NA,NA,NA,NA,NA,943,"N","Y","N","Y","N","Y","N",1
"10949",5740000933,640000,2018-01-25,NA,NA,NA,NA,NA,NA,NA,NA,943,"N","Y","N","Y","N","Y","N",1
"10950",5745000330,345003,2018-12-27,"2009-09-01",0.1515,2019-02-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"10951",5745300990,379950,2018-03-13,"2009-06-01",0.14,2019-05-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"10952",5760000080,385000,2018-11-30,"2009-06-01",0.1928,2019-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"10953",5767000080,345000,2018-10-04,"2009-01-15",0.2681,2019-03-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","N","N","N","N","N",1
"10954",5767000180,338870,2018-08-29,"2009-01-15",0.2724,2019-03-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","N","N","N","N","N",1
"10955",5767000320,240000,2018-12-19,"2009-01-15",0.3393,2019-03-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","N","N","N","N","N",1
"10956",5770000690,272000,2018-05-11,"2017-01-25",0.1377,2018-01-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","N","N","Y","N",1
"10957",5780000649,289950,2018-11-08,"2007-01-01",0.3443,2015-12-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10958",5780000780,290000,2018-12-12,"2007-01-01",0.2582,2016-01-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10959",5780001072,310000,2018-01-05,"2007-01-01",0.155,2016-01-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10960",5780001870,145000,2018-12-13,"2007-01-01",0.2582,2019-06-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10961",5780002140,279500,2018-05-11,"2007-01-01",0.2926,2016-01-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","Y","Y","Y","N",1
"10962",5785000530,336500,2018-06-13,"2015-07-01",0.2066,2019-02-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10963",5785000564,485000,2018-09-17,"2015-07-01",0.1404,2019-02-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10964",5785000952,335000,2018-05-15,"2015-07-01",0.1377,2019-02-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10965",5785001240,292000,2018-07-17,"2015-07-01",0.1652,2019-02-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10966",5785001971,350000,2018-11-01,"2015-07-01",0.2066,2019-02-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10967",5785002470,257000,2018-11-19,"2015-07-01",0.1377,2019-01-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","Y","Y","Y","Y","Y","N",1
"10968",5792000420,402000,2018-04-27,"2008-12-03",0.3099,2014-11-26,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","Y","N","N","N","Y","N",1
"10969",5792030100,275000,2018-03-05,"2008-12-03",0.2169,2014-11-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","Y","Y","N","N","N","N",1
"10970",5795000070,343500,2018-10-17,"2009-06-01",0.1388,2019-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"10971",5805000580,299900,2018-06-05,"2009-06-15",0.2387,2019-03-27,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"N","Y","N","Y","Y","Y","N",1
"10972",5810000395,330000,2018-01-31,"2009-12-15",0.6099,2019-04-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"N","N","N","Y","Y","Y","N",1
"10973",5815000170,359500,2018-08-09,"2009-12-15",1.4564,2019-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"N","N","N","Y","Y","Y","N",1
"10974",5830000314,290000,2018-05-30,"2009-01-01",0.3486,2019-02-28,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","N","N","N","Y","N",1
"10975",5840000240,163000,2018-03-06,"2018-01-21",0.1549,2018-04-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10976",5840000553,359950,2018-11-20,"2018-01-21",0.1549,2019-05-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10977",5840002011,335000,2018-10-10,"2018-01-21",0.1592,2018-04-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10978",5840002440,255000,2018-09-28,"2018-01-21",0.154,2018-04-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","N","Y","Y","N",1
"10979",5840002740,292500,2018-02-02,"2018-01-21",0.2984,2018-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10980",5844020141,295000,2018-01-05,"2007-02-01",0.2994,2015-05-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"N","N","N","N","N","Y","N",1
"10981",5845000363,215000,2018-10-26,"2007-01-01",0.1721,2015-12-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","N","N","Y","N",1
"10982",5845000530,2e+05,2018-07-18,"2007-01-01",0.1147,2019-03-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","Y","Y","N","N","Y","N",1
"10983",5850000104,434000,2018-02-26,"2013-01-01",1.144,2018-11-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Avg +",NA,23,"N","Y","N","N","N","Y","N",1
"10984",5850000137,250000,2018-04-09,"2013-01-11",2.37,2018-10-01,"SEWER/SEPTIC NO","WATER NO","POWER INSTALLED",NA,"WF Salt",23,"N","Y","N","N","N","Y","N",1
"10985",5850000138,250000,2018-04-09,"2013-01-11",3.93,2018-10-01,"SEWER/SEPTIC NO","WATER NO","POWER INSTALLED",NA,"WF Salt",23,"N","Y","N","N","N","Y","N",1
"10986",5850000173,250000,2018-04-09,"2013-01-01",4.769,2018-11-06,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,23,"N","Y","N","N","N","Y","N",1
"10987",5855000112,265000,2018-05-01,"2017-01-19",0.1531,2018-01-22,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"N","Y","N","Y","N","Y","N",1
"10988",5855000402,267999,2018-10-31,"2017-01-19",0.1778,2018-01-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"N","Y","N","Y","N","Y","N",1
"10989",5860000400,167000,2018-07-13,"2018-01-22",0.1997,2018-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10990",5860200360,2e+05,2018-08-02,"2018-01-22",0.2132,2018-04-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"10991",5870300340,250000,2018-06-22,"2009-06-01",0.157,2019-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","Y",1
"10992",5870300410,302000,2018-10-04,"2009-06-01",0.132,2019-04-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"10993",5875000140,1050000,2018-06-26,"2012-05-01",1.1369,2019-04-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,149,"N","N","N","N","N","N","N",1
"10994",5880000210,335000,2018-05-30,"2009-06-01",0.132,2019-05-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"10995",5890000180,445000,2018-01-10,"2013-08-17",0.3324,2018-10-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"Y","N","N","N","N","Y","N",1
"10996",5900000330,220405,2018-12-14,"2014-06-03",0.3451,2018-11-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,46,"Y","Y","N","N","N","Y","N",1
"10997",5905000200,423000,2018-05-10,"2015-02-04",0.2283,2018-10-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"10998",5905000530,155200,2018-01-10,"2015-02-04",0.1735,2018-10-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"10999",5905001820,465000,2018-10-26,"2015-02-04",0.1962,2018-11-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"11000",5905001840,349000,2018-02-23,"2015-02-04",0.2087,2019-06-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"11001",5905002340,425000,2018-04-13,"2015-02-04",0.2203,2018-11-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"11002",5905002400,550000,2018-06-22,"2015-02-04",0.2582,2018-11-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"11003",5910000860,290000,2018-06-18,"2017-01-25",0.1243,2018-01-23,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"11004",5915000293,329500,2018-12-04,"2017-09-01",0.1384,2018-03-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1351,"N","Y","Y","N","N","Y","N",1
"11005",5925200120,87000,2018-07-10,"2005-01-05",0.1492,2017-04-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1428,"N","Y","N","Y","Y","Y","N",1
"11006",5925200234,265000,2018-03-02,"2005-01-05",0.1928,2017-04-26,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1428,"N","Y","N","Y","Y","Y","N",1
"11007",5930000260,471750,2018-05-10,"2015-02-01",0.2471,2019-01-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Good",NA,1054,"N","Y","N","Y","N","Y","N",1
"11008",5930030220,687000,2018-06-02,"2015-02-01",0.2409,2019-01-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Avg +",NA,1054,"N","N","Y","N","N","Y","N",1
"11009",5935000053,293500,2018-11-15,"2005-01-05",0.1818,2017-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1428,"N","Y","N","Y","Y","Y","N",1
"11010",5945400170,520000,2018-10-25,"2015-02-04",0.2315,2018-12-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Lim",NA,1054,"N","Y","Y","Y","N","Y","N",1
"11011",5945400290,495500,2018-07-13,"2015-02-04",0.2409,2018-12-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Lim -",NA,1054,"N","Y","Y","Y","N","Y","N",1
"11012",5945400890,415000,2018-07-12,"2015-02-04",0.2066,2018-11-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","Y","Y","N",1
"11013",5945401510,370000,2018-07-27,"2015-02-04",0.2123,2018-12-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","Y","Y","Y","N","Y","N",1
"11014",5945620140,395950,2018-03-01,"2015-02-01",0.2597,2019-01-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","N","Y","N","Y","Y","N",1
"11015",5945620830,305000,2018-12-20,"2016-03-02",0.1755,2017-11-27,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","N","Y","N","Y","Y","N",1
"11016",5945620981,283000,2018-03-15,"2016-03-02",0.1687,2019-02-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","N","Y","N","Y","Y","N",1
"11017",5945850140,399000,2018-12-13,"2004-06-26",0.2233,2012-01-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Lim",NA,56,"N","Y","Y","Y","N","Y","N",1
"11018",5950000300,242500,2018-12-27,"2015-02-01",0.2152,2019-01-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1054,"N","N","N","N","N","Y","N",1
"11019",5950000441,852000,2018-02-23,"2015-02-01",0.6921,2019-01-31,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Lim",NA,1054,"N","N","Y","N","N","Y","N",1
"11020",5955000100,165000,2018-02-14,"2017-01-20",0.1434,2017-11-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","N","N","N","N","Y","N",1
"11021",5960000282,340000,2018-12-27,"2018-01-22",0.1584,2018-05-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"11022",5960000382,313000,2018-10-10,"2018-01-22",0.1207,2018-04-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,943,"N","Y","Y","Y","Y","Y","N",1
"11023",5965200090,416250,2018-01-16,"2018-02-24",0.328,2018-04-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,5407,"Y","N","N","Y","N","Y","N",1
"11024",5985000780,3e+05,2018-07-27,"2004-04-02",0.1951,2011-12-28,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"11025",5985001050,3e+05,2018-02-20,"2004-04-02",0.2008,2012-02-07,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"11026",5985001060,328000,2018-12-14,"2004-04-02",0.1721,2015-10-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"11027",5985001370,272000,2018-10-03,"2004-04-02",0.2869,2012-02-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"11028",5985001431,470000,2018-10-30,"2004-04-02",0.1676,2012-02-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"11029",5985003025,445000,2018-06-27,"2004-04-02",0.1623,2012-02-15,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","Y","Y","Y","N",1
"11030",5995000172,308500,2018-08-22,"2004-04-02",0.2397,2012-02-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","Y","Y","Y","N",1
"11031",5995000590,320500,2018-09-11,"2004-04-02",0.4338,2012-02-22,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","Y","Y","N",1
"11032",5995200180,57000,2018-06-14,"2004-04-02",0.1893,2011-11-15,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,4215,"N","Y","Y","Y","Y","Y","N",1
"11033",6000000930,356000,2018-11-27,"2004-04-02",0.2732,2011-10-27,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","Y","Y","Y","N",1
"11034",6020000270,481000,2018-05-06,"2010-11-13",0.3978,2014-09-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",451,"N","N","N","N","N","N","N",1
"11035",6020010130,127500,2018-11-02,"2009-06-01",0.2527,2019-04-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","Y","N","Y","Y","N",1
"11036",6020030230,8500,2018-02-02,"2009-07-15",0.1679,2019-05-10,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,4215,"N","Y","N","N","N","N","N",1
"11037",6020040070,310000,2018-03-08,"2008-11-01",0.2746,2015-04-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","N","Y","N","N","Y","N",1
"11038",6020090080,437000,2018-07-17,"2008-10-01",0.2824,2019-03-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","Y","Y","N","N","Y","N",1
"11039",6020150010,405000,2018-10-19,"2008-11-01",0.5851,2014-12-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","N","N","N","N","Y","N",1
"11040",6020160040,310000,2018-04-26,"2006-07-01",0.4441,2015-09-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","Y","N","N","N","Y","N",1
"11041",6020190660,410000,2018-10-29,"2008-06-13",0.2718,2015-01-23,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,6433,"N","Y","Y","Y","Y","Y","N",1
"11042",6020230460,464950,2018-10-09,"2001-06-12",1.1037,2017-01-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,1043,"N","N","N","N","N","N","N",1
