"","Parcel_Number","sale_price","Sale_Date","Land_Economic_Area","Land_Net_Acres","Appraisal_Date","Utility_Sewer","Utility_Water","Utility_Electric","View_Quality","Waterfront_Type","Crime_Num","withInSewerImprovement","near_firestation","near_healthcare","near_libraries","near_policestation","near_schools","near_waterplants","row_num"
"1",20012023,87500,2018-01-30,"2010-09-08",0.7899,2014-08-27,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"2",20013010,75000,2018-09-06,"2010-12-01",4.86,2014-09-24,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,"WF Lake",91,"N","N","N","N","N","Y","N",1
"3",20036001,195000,2018-05-09,"2010-09-08",1.2,2014-09-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"4",20036014,365000,2018-10-04,"2010-09-08",1.1899,2014-08-28,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"5",20037003,373000,2018-05-31,"2010-09-08",1,2014-09-04,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"6",20044018,308000,2018-03-27,"2010-09-08",4.95,2014-09-15,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"7",20051001,50000,2018-09-05,"2010-11-06",1.72,2014-09-08,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,"WF Salt",91,"N","N","N","N","N","N","N",1
"8",20092015,45000,2018-09-06,"2010-09-08",5,2014-10-27,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"9",20101012,60000,2018-10-22,"2010-09-08",5.23,2019-06-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"10",20111006,64000,2018-01-03,"2010-12-01",0.419,2014-09-23,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,"WF Lake",91,"N","N","N","N","N","Y","N",1
"11",20112018,360000,2018-10-17,"2010-09-08",2.74,2019-06-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"12",20113031,80470,2018-08-09,"2010-09-08",4.97,2014-10-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"13",20118007,25000,2018-03-02,"2010-09-08",2.78,2014-10-03,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","Y","N",1
"14",20126001,45000,2018-08-10,"2010-09-08",1.9599,2014-10-06,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","Y","N",1
"15",20132032,349500,2018-06-05,"2010-09-08",5.61,2014-10-14,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","Y","N","N","N","N","N",1
"16",20151004,150000,2018-09-28,"2010-09-08",4,2014-10-06,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"17",20152012,450000,2018-08-31,NA,NA,NA,NA,NA,NA,NA,NA,91,"N","N","N","N","N","N","N",1
"18",20153043,10000,2018-04-18,"2010-09-08",5,2014-10-13,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,91,"N","N","N","N","N","N","N",1
"19",20154017,373000,2018-11-14,"2010-09-08",19.65,2019-05-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"20",20211025,115950,2018-05-29,"2010-11-06",5.18,2014-09-17,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,"WF Salt",91,"N","N","N","N","N","N","N",1
"21",20215005,130000,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N",1
"22",20222006,392622,2018-10-11,"2010-09-05",10,2014-09-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"23",20232002,33000,2018-07-07,"2010-09-05",2,2014-09-08,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","Y","N","N","N","N","N",1
"24",20242038,280000,2018-03-08,"2010-11-06",1.4577,2014-09-19,"SEWER/SEPTIC NO PERC","WATER NO","POWER AVAILABLE",NA,"WF Salt",91,"N","Y","N","N","N","N","N",1
"25",20243034,75000,2018-09-04,"2010-09-05",4.78,2014-10-01,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"26",20251011,415000,2018-12-21,"2010-09-05",0.1704,2014-08-27,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"27",20264004,140000,2018-03-28,"2010-09-05",7,2014-11-05,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","Y",1
"28",20354020,120000,2018-04-16,"2010-09-05",2.95,2017-04-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","Y",1
"29",21024003,160000,2018-09-27,"2010-10-01",19.97,2014-10-21,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","Y","Y","Y","N","Y","N",1
"30",21028002,1058197,2018-07-16,"2010-10-01",2.32,2014-10-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Lim -",NA,176,"N","Y","Y","Y","N","Y","N",1
"31",21107001,875000,2018-07-24,"2010-11-13",2.67,2014-09-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",176,"N","N","N","N","N","N","N",1
"32",21117026,278000,2018-03-02,"2010-08-06",2.49,2018-08-15,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"33",21122027,580000,2018-11-19,"2010-08-06",5,2014-10-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Stream/Creek",176,"N","N","N","N","N","N","N",1
"34",21123030,89500,2018-07-10,"2010-08-06",0.41,2018-01-31,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","Y","N",1
"35",21145009,264950,2018-09-21,"2010-08-06",1.1337,2014-10-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","Y","N",1
"36",21252006,489000,2018-10-07,"2010-11-06",0.8539,2014-09-17,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",176,"N","Y","N","N","N","N","N",1
"37",21333039,105200,2018-01-31,"2010-08-06",5,2014-09-19,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","Y","N","N","N","N","N",1
"38",21344016,256000,2018-03-27,"2010-08-06",0.85,2014-10-07,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"39",21347016,435000,2018-08-06,"2010-08-06",4.03,2014-10-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"40",21348008,39000,2018-05-29,"2010-08-06",2.34,2014-10-06,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","N","N",1
"41",19014000,240000,2018-03-13,"2013-01-11",1.7783,2018-10-04,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,"WF Salt",NA,"N","N","N","N","N","N","N",1
"42",20012019,87500,2018-01-30,"2010-09-08",0.0992,2014-08-27,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"43",20021012,87500,2018-01-30,"2010-09-08",0.5199,2014-08-27,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"44",20022026,271000,2018-04-02,"2010-09-08",5.13,2017-07-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"45",20032024,105000,2018-02-25,"2010-09-08",5.04,2014-08-28,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"46",20033010,229000,2018-06-11,"2010-09-08",10,2014-08-27,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"47",20037009,35000,2018-01-31,"2010-09-08",1.7399,2018-07-31,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"48",20037026,31950,2018-06-19,"2010-09-08",1,2019-06-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"49",20043016,30000,2018-02-21,"2010-09-08",5.31,2018-08-22,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"50",20096001,40000,2018-07-02,"2010-09-08",3.3,2014-10-28,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"51",20101008,258000,2018-03-12,"2010-09-08",4.83,2019-06-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"52",20114033,95000,2018-04-30,"2010-09-08",5.16,2018-08-16,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","Y","N",1
"53",20117008,212000,2018-02-01,"2010-09-08",1.2399,2014-10-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","Y","N",1
"54",20118008,25000,2018-08-15,"2010-09-08",2.76,2015-02-11,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","Y","N",1
"55",20132019,105000,2018-09-20,"2010-09-08",9.77,2014-10-17,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","Y","N","N","N","N","N",1
"56",20132022,45000,2018-04-02,"2010-09-08",4.4,2019-05-21,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","Y","N","N","N","N","N",1
"57",20132033,349500,2018-06-05,"2010-09-08",5.02,2014-10-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","Y","N","N","N","N","N",1
"58",20136003,297500,2018-12-03,"2010-09-08",1.9599,2014-10-17,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","Y","N","N","N","N","N",1
"59",20142011,271100,2018-02-07,"2010-09-08",4.86,2014-10-20,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","Y","N","N","N","N","N",1
"60",20151003,150000,2018-09-28,"2010-09-08",10,2014-10-06,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,91,"N","N","N","N","N","N","N",1
"61",20151012,518000,2018-01-30,"2010-09-08",9.77,2014-10-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"62",20153044,54000,2018-03-15,"2010-09-08",5,2014-10-13,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,91,"N","N","N","N","N","N","N",1
"63",20154014,47000,2018-03-01,"2010-09-08",5,2014-10-09,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,91,"N","N","N","N","N","N","N",1
"64",20225007,260000,2018-07-26,"2010-09-05",2.25,2019-02-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","N",1
"65",20232001,85000,2018-07-06,"2010-09-05",7.19,2014-09-08,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,91,"N","Y","N","N","N","N","N",1
"66",20241080,464000,2018-05-29,"2010-09-05",5.04,2014-09-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","Y","N","N","N","N","N",1
"67",20242001,445000,2018-12-21,"2010-11-06",3.2541,2014-09-25,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",91,"N","Y","N","N","N","N","N",1
"68",20242037,280000,2018-03-08,"2010-11-06",0.601,2014-09-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",91,"N","Y","N","N","N","N","N",1
"69",20243045,649000,2018-06-13,"2010-11-06",1.1937,2014-09-11,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",91,"N","Y","N","N","N","N","N",1
"70",20271017,379900,2018-11-15,"2010-09-05",5,2014-10-28,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,91,"N","N","N","N","N","N","Y",1
"71",20357002,90000,2018-07-02,"2010-09-05",3.18,2014-11-04,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE","View Lim",NA,91,"N","N","N","N","N","N","Y",1
"72",20367001,905000,2018-08-06,"2010-09-05",1.48,2014-11-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED","View Good +",NA,91,"N","N","N","N","N","N","N",1
"73",21017008,32526,2018-11-20,"2010-10-01",1.35,2014-09-23,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","Y","Y","Y","N","N","N",1
"74",21021049,683850,2018-03-12,"2010-11-13",2.1005,2014-09-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",176,"N","Y","Y","Y","N","Y","N",1
"75",21023076,350000,2018-05-04,"2010-10-01",0.7143,2018-08-15,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","Y","N",1
"76",21114022,39500,2018-12-04,"2010-08-06",2.8,2014-10-14,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,"WF Stream/Creek",176,"N","N","N","N","N","N","N",1
"77",21115001,3e+05,2018-02-26,"2010-08-06",2.27,2014-09-17,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"78",21116001,399950,2018-04-06,"2010-08-06",2.4,2018-06-19,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"79",21117020,30950,2018-04-19,"2010-08-06",1.9899,2014-09-11,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","N","N",1
"80",21354020,80000,2018-06-29,"2010-08-06",4.6,2018-07-12,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","Y","N","N","N","N","N",1
"81",22134010,8700,2018-11-29,"2010-10-02",5.07,2014-08-25,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,97,"N","N","N","N","N","N","N",1
"82",22144045,262000,2018-08-16,"2010-10-02",4.72,2018-08-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Stream/Creek",97,"N","N","N","N","N","N","N",1
"83",22144052,153700,2018-01-19,"2010-10-02",5,2018-01-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","N","N",1
"84",22145028,307952,2018-09-18,"2010-10-02",2.37,2014-09-04,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","N","N",1
"85",22152003,60000,2018-06-06,"2010-10-02",10,2014-09-22,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,97,"N","N","N","N","N","N","N",1
"86",22235012,247000,2018-08-22,"2010-10-02",1.8299,2018-08-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","N","N",1
"87",22242030,131700,2018-11-05,"2010-10-02",9.3,2014-10-27,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,97,"N","Y","N","N","N","N","N",1
"88",22248024,375000,2018-11-08,"2010-10-02",1.15,2014-10-16,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","N","N",1
"89",22254700,335000,2018-05-21,"2010-10-02",40,2014-10-07,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,97,"N","N","N","N","N","N","N",1
"90",22347001,192000,2018-06-01,"2010-10-01",0.2799,2014-10-14,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","Y","N",1
"91",22351027,129900,2018-05-16,"2010-10-01",4.77,2014-10-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Stream/Creek",97,"N","N","N","N","N","Y","N",1
"92",22354001,120000,2018-07-25,"2010-10-01",19.65,2014-10-27,"SEWER/SEPTIC NO","WATER NO","POWER INSTALLED",NA,NA,97,"N","Y","Y","Y","N","Y","N",1
"93",119061011,150000,2018-06-13,"2013-01-11",7.47,2018-09-20,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,"WF Salt",23,"N","N","N","N","N","Y","N",1
"94",119063010,50000,2018-04-06,"2013-01-11",0.2183,2018-10-04,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",23,"N","N","N","N","N","Y","N",1
"95",119063011,250000,2018-10-15,"2013-01-11",0.1604,2018-10-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",23,"N","N","N","N","N","Y","N",1
"96",119072020,240000,2018-03-13,"2013-01-01",5.29,2018-11-05,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,23,"N","N","N","N","N","N","N",1
"97",119078010,38500,2018-04-17,"2013-01-01",1.1022,2018-11-05,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,23,"N","N","N","N","N","N","N",1
"98",119083029,850000,2018-07-02,"2013-01-11",20.92,2018-10-23,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",23,"N","N","N","N","N","N","N",1
"99",119095002,40000,2018-10-26,"2013-01-01",1.1053,2019-06-24,"SEWER/SEPTIC NO","WATER NO","POWER INSTALLED",NA,NA,23,"N","N","N","N","N","N","N",1
"100",119163029,575000,2018-12-17,"2013-01-11",2.79,2018-10-10,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,"WF Salt",23,"N","N","N","N","N","N","N",1
"101",119171034,220000,2018-12-17,"2013-01-11",0.99,2018-10-18,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",23,"N","N","N","N","N","N","N",1
"102",119173012,330000,2018-12-13,"2013-01-01",5.13,2018-10-30,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,23,"N","N","N","N","N","N","N",1
"103",119173013,330000,2018-12-13,"2013-01-01",5.29,2018-10-30,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,23,"N","N","N","N","N","N","N",1
"104",119181025,258000,2018-06-05,"2013-01-01",5.65,2018-10-30,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE","View Lim -",NA,23,"N","N","N","N","N","N","N",1
"105",119234023,6e+07,2018-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N",1
"106",119351012,30500000,2018-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N",1
"107",119351035,46700000,2018-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N",1
"108",120017050,555300,2018-04-11,"2012-05-01",1.2699,2014-04-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,24,"N","Y","N","N","N","N","N",1
"109",120017066,279950,2018-05-07,"2012-05-01",0.5,2014-04-29,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,24,"N","Y","N","N","N","N","N",1
"110",120017072,610000,2018-11-06,"2012-05-01",1.4,2014-04-24,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,24,"N","Y","N","N","N","N","N",1
"111",120074042,575000,2018-03-27,"2010-11-06",2.7582,2014-10-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",24,"N","N","N","N","N","N","N",1
"112",120111016,1e+06,2018-10-26,"2031-11-12",2.1,2017-01-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",24,"N","Y","N","N","N","N","N",1
"113",120122030,1129000,2018-08-03,"2012-05-01",1.3199,2014-02-20,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,24,"N","Y","N","N","N","N","N",1
"114",120128046,1050000,2018-06-25,"2012-05-01",3.68,2017-08-01,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,24,"N","Y","N","N","N","N","N",1
"115",120182005,40000,2018-06-14,"2010-09-08",5,2014-10-13,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,24,"N","N","N","N","N","N","N",1
"116",120322023,120000,2018-09-27,"2013-01-11",6.16,2019-06-05,"SEWER/SEPTIC NO PERC","WATER NO","POWER AVAILABLE",NA,"WF Salt",24,"N","N","N","N","N","N","N",1
"117",120336002,475000,2018-09-10,"2013-01-11",1.5151,2018-08-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",24,"N","N","N","Y","N","N","N",1
"118",121014027,425000,2018-06-13,"2012-06-05",2.04,2018-08-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,149,"N","Y","N","N","N","Y","N",1
"119",121014041,955000,2018-03-20,"2012-06-05",2.77,2018-08-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,149,"N","N","N","N","N","Y","Y",1
"120",21128005,45000,2018-04-12,"2010-08-06",1.2299,2018-08-13,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","N","N",1
"121",21131047,260000,2018-07-03,"2010-08-06",2.05,2014-10-21,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","Y","N",1
"122",21137020,53000,2018-12-18,"2010-08-06",1.28,2019-03-20,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","Y","N",1
"123",21142041,16000,2018-05-25,"2010-08-06",0.8195,2018-12-05,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","Y","N",1
"124",21145011,264950,2018-09-21,"2010-08-06",1.2466,2014-10-01,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","Y","N",1
"125",21231014,89000,2018-09-07,"2010-08-06",5.16,2014-08-29,"SEWER/SEPTIC NO","WATER AVAILABLE","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","Y","N",1
"126",21238007,292000,2018-12-19,"2010-08-06",2.5,2014-09-04,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","Y","N","N","N","N","N",1
"127",21261020,51000,2018-09-17,"2010-08-02",0.6611,2014-10-08,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE","View Lim",NA,176,"N","Y","N","N","N","N","N",1
"128",21274007,415000,2018-08-13,"2010-08-06",4.85,2014-09-09,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","Y","N","N","N","N","N",1
"129",21284005,87000,2018-06-28,"2010-08-06",0.6199,2015-05-11,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","N","N",1
"130",21332001,639000,2018-02-20,"2010-11-06",6.17,2014-09-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",176,"N","Y","N","N","N","N","N",1
"131",21341013,122900,2018-06-26,"2010-08-06",4.15,2014-10-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"132",21341021,340000,2018-05-21,"2010-08-06",2.83,2014-09-30,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"133",21347029,110000,2018-06-28,"2010-08-06",2,2014-10-06,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","N","N","N","N","N","N",1
"134",21348009,35000,2018-05-29,"2010-08-06",2.13,2014-10-06,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,NA,176,"N","N","N","N","N","N","N",1
"135",21352005,144500,2018-08-21,"2010-08-06",1.08,2014-10-08,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,176,"N","Y","N","N","N","N","N",1
"136",21362023,666666,2018-06-01,"2010-11-06",7.76,2014-09-02,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,"WF Salt",176,"N","Y","N","N","N","N","N",1
"137",22141013,52500,2018-05-15,"2010-12-05",0.3476,2014-08-28,"SEWER/SEPTIC NO","WATER NO","POWER INSTALLED",NA,"WF Lake",97,"N","N","N","N","N","N","N",1
"138",22152002,50000,2018-09-10,"2010-10-02",10,2014-09-22,"SEWER/SEPTIC NO","WATER NO","POWER NO - COMMENT",NA,NA,97,"N","N","N","N","N","N","N",1
"139",22153003,359950,2018-07-25,"2010-10-02",2.62,2018-07-03,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","N","N","N","N","N","N",1
"140",22154008,295000,2018-08-24,"2010-10-02",6.73,2014-09-22,"SEWER/SEPTIC NO","WATER NO","POWER AVAILABLE",NA,"WF Stream/Creek",97,"N","N","N","N","N","N","N",1
"141",22234041,2e+05,2018-04-27,"2010-10-02",3.5,2014-10-13,"SEWER/SEPTIC INSTALLED","WATER INSTALLED","POWER INSTALLED",NA,NA,97,"N","Y","N","N","N","N","N",1
