Parcel_Number,sale_price,Sale_Date,Land_Economic_Area,Land_Net_Acres,View_Quality,Waterfront_Type,Crime_Num,withInSewerImprovement,near_firestation,near_healthcare,near_libraries,near_policestation,near_schools,near_waterplants,square_feet,percent_complete,condition,quality,attic_finished_square_feet,basement_square_feet,basement_finished_square_feet,porch_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,stories,bedrooms,bathrooms,year_built
5905000740,330000,2018-02-20,2015-02-04,0.1928,0,0,1054,0,1,1,1,0,1,0,960,1,6,4,0,1,1,1,1,0,1,1,3,1,1985
5905000800,345000,2018-08-17,2015-02-04,0.2479,0,0,1054,0,1,1,1,0,1,0,1256,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1976
5905001050,196114,2018-09-27,2015-02-04,0.1635,0,0,1054,0,1,1,1,0,1,0,1056,1,6,4,0,0,0,0,1,0,1,1,3,1,1974
5905001620,379900,2018-02-15,2015-02-04,0.2066,0,0,1054,0,1,1,1,0,1,0,1703,1,6,5,0,0,0,1,0,0,2,1,3,1,2001
5905002270,564900,2018-01-03,2015-02-04,0.2614,1,0,1054,0,1,1,1,0,1,0,1479,1,6,5,0,1,1,1,1,0,1,1,4,2.5,2004
5905100150,383000,2018-06-25,2015-02-04,0.1707,0,0,1054,0,1,1,1,0,1,0,1035,1,6,5,0,1,1,1,0,0,1,1,4,1.75,1978
5925200237,345000,2018-10-04,2005-01-05,0.4502,0,0,1428,0,1,0,1,1,1,0,2144,1,6,4,0,0,0,0,0,0,0,1,5,3,1985
5930020310,520000,2018-08-09,2015-02-01,0.1836,1,0,1054,0,1,1,1,0,1,0,1328,1,6,6,0,1,1,1,0,0,1,1,4,2.5,2008
5945400300,360000,2018-04-02,2015-02-04,0.2409,1,0,1054,0,1,1,1,0,1,0,2045,1,6,5,0,0,0,1,1,0,1,2,4,2.25,1982
5945400320,485000,2018-08-13,2015-02-04,0.2478,1,0,1054,0,1,1,1,0,1,0,2328,1,6,5,0,0,0,1,1,0,1,2,4,2.25,2002
5945400870,700000,2018-07-11,2015-02-04,0.2324,1,0,1054,0,1,1,1,1,1,0,1791,1,6,7,0,1,1,1,1,0,1,1,4,3.25,2008
5945620930,375000,2018-04-11,2016-03-02,0.1851,0,0,1054,0,0,1,0,1,1,0,1510,1,6,5,0,0,0,1,1,0,1,2,3,1.75,1986
5970000571,405000,2018-09-10,2011-01-02,0.1377,0,0,1054,0,1,1,0,1,1,1,1208,1,6,5,0,0,0,0,1,0,1,1,3,1.5,1986
5985000590,309950,2018-07-25,2004-04-02,0.3223,0,0,4215,0,1,1,1,1,1,0,1098,1,6,5,0,1,0,1,0,1,1,1,3,1,1976
5985001300,320000,2018-05-03,2004-04-02,0.2358,0,0,4215,0,1,0,0,1,1,0,1152,1,6,5,0,0,0,0,0,0,0,1,3,1.75,2004
5985001790,313000,2018-10-22,2004-04-02,0.2538,0,0,4215,0,1,0,0,1,1,0,990,1,6,4,0,0,0,0,0,0,0,1,3,1,1975
5985002193,425000,2018-05-11,2004-04-02,0.3784,1,0,4215,0,1,0,0,1,1,0,1392,1,6,5,0,1,1,1,1,0,1,1,3,2.75,1999
5985003040,300000,2018-08-27,2004-04-02,0.4539,0,0,4215,0,1,0,1,1,1,0,1144,1,6,4,0,0,0,0,0,0,1,1,3,1.75,1977
5990200124,250000,2018-10-30,2004-04-02,0.2926,0,0,4215,0,1,0,0,1,1,0,1672,1,6,5,0,0,0,0,0,0,0,2,3,2,2000
6020020050,335000,2018-11-29,2008-11-01,0.2898,0,0,6433,0,1,0,0,0,1,0,1437,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1992
6020080080,430500,2018-08-21,2004-04-01,0.2346,0,0,21,0,0,0,0,0,1,0,2766,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1997
6020140060,380000,2018-12-18,2008-11-01,0.4736,0,0,6433,0,0,0,0,0,1,0,2310,1,6,4,0,0,0,0,1,0,0,1,4,3,1993
6020190030,415000,2018-08-28,2008-06-13,0.2515,0,0,6433,0,0,1,0,1,1,0,2437,1,6,7,0,0,0,1,1,0,1,2,3,2.5,1993
6020250060,385000,2018-01-22,2008-10-01,0.2306,0,0,6433,0,1,0,0,0,1,0,2258,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1996
6020330130,445000,2018-12-26,2008-06-13,0.2496,0,0,6433,0,0,1,1,1,1,0,2228,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1995
6020430080,470000,2018-06-19,2008-12-04,0.3415,0,0,6433,0,1,0,0,0,1,0,2229,1,6,7,0,0,0,1,1,0,1,1,3,2,1993
6020450230,454000,2018-08-24,2009-06-01,0.291,0,0,4215,0,1,1,0,0,1,0,2670,1,6,6,0,0,0,1,1,0,1,2,3,2,1994
6020490070,425000,2018-10-05,2008-08-14,0.2103,0,0,6433,1,0,0,0,0,1,0,2405,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1994
6020490080,420000,2018-07-17,2008-08-14,0.2169,0,0,6433,1,0,0,0,0,1,0,2931,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1993
6020490560,399950,2018-08-22,2008-08-14,0.209,0,0,6433,1,0,0,0,0,1,0,2030,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1994
6020510012,373000,2018-09-26,2005-10-01,0.2722,0,0,1043,0,1,0,0,0,1,0,2119,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1994
6020510630,375000,2018-09-11,2005-10-01,0.3192,0,0,1043,0,1,0,0,0,1,0,2081,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1995
6020510830,325000,2018-01-10,2005-10-01,0.3375,0,0,1043,0,1,0,0,0,1,0,2072,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1994
6020511160,326000,2018-10-25,2005-10-01,0.3281,0,0,1043,0,1,0,0,0,1,0,1945,1,6,5,0,0,0,1,1,0,1,1.5,3,2.5,1993
6020560310,320000,2018-08-28,2005-05-12,0.2988,0,0,6433,0,0,0,0,0,0,0,1455,1,6,5,0,0,0,1,1,0,1,1,3,2,1994
6020560350,315000,2018-06-06,2005-05-12,0.2988,0,0,6433,0,0,0,0,0,0,0,1455,1,6,5,0,0,0,1,1,0,1,1,3,2,1994
6020560800,355000,2018-06-15,2005-05-12,0.287,0,0,6433,0,0,0,0,0,1,0,1970,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1994
6020580130,300000,2018-07-13,2006-07-02,0.375,0,0,1043,0,0,0,0,0,1,0,1528,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1994
6020610080,339950,2018-07-19,2008-10-01,0.2297,0,0,6433,0,0,1,0,0,1,0,1294,1,6,5,0,0,0,1,1,0,1,1,3,2,1994
6020610260,275000,2018-03-13,2008-10-01,0.2295,0,0,6433,0,1,1,0,0,1,0,2181,1,5,6,0,0,0,1,1,0,1,2,4,2.5,1994
6020610610,322500,2018-06-18,2008-10-01,0.237,0,0,6433,0,1,1,0,0,1,0,1094,1,6,5,0,0,0,1,1,0,1,1,3,2,1994
6020610920,313750,2018-07-27,2008-10-01,0.2483,0,0,6433,0,1,1,0,0,1,0,1094,1,6,5,0,0,0,1,1,0,1,1,3,2,1994
6020660010,500000,2018-06-04,2005-01-03,0.2334,1,0,6433,0,0,0,0,0,0,0,2086,1,6,7,0,0,0,1,1,0,1,1,3,2.5,1996
6020660220,490000,2018-09-21,2005-01-03,0.264,0,0,6433,0,0,0,0,0,0,0,2181,1,6,7,0,0,0,1,1,0,1,1,3,2.5,1998
6020670030,455000,2018-01-25,2005-01-03,0.2158,1,0,6433,0,0,0,0,0,0,0,2490,1,6,7,0,0,0,1,1,0,1,2,3,2.5,1992
6020680070,225000,2018-03-06,2006-08-01,0.5,0,0,1043,0,0,0,0,0,1,0,1488,1,6,5,0,0,0,0,1,0,1,1,3,1.75,1994
6020680080,305000,2018-11-21,2006-08-01,0.5,0,0,1043,0,0,0,0,0,1,0,2284,1,6,5,0,0,0,0,0,0,1,2,4,2.5,1994
6020680160,330000,2018-08-07,2006-08-01,0.5,0,0,1043,0,0,0,0,0,1,0,1771,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1994
6020740200,335000,2018-10-10,2008-06-13,0.2943,0,0,6433,0,0,1,1,1,1,0,1672,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1994
6020870090,383700,2018-11-01,2009-09-15,0.2199,0,0,4215,0,1,0,0,0,0,0,2102,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
6020880100,335000,2018-11-14,2005-10-01,0.5847,0,0,1043,0,0,0,0,0,1,0,1696,1,6,5,0,0,0,1,1,0,1,1,3,2,1995
6020900220,388000,2018-11-27,2008-10-02,0.2479,0,0,4215,0,0,0,0,0,1,0,1631,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1995
6020900450,415000,2018-04-27,2008-10-02,0.2479,0,0,4215,0,0,0,0,0,1,0,2154,1,6,6,0,0,0,1,1,0,1,1,3,2.5,1994
6020910050,430000,2018-06-06,2008-10-02,0.3038,0,0,4215,0,0,0,0,0,1,0,2407,1,6,7,0,0,0,1,1,0,2,2,3,2.5,1995
6020910240,780000,2018-12-27,2008-10-02,0.3558,1,0,4215,0,0,0,0,0,1,0,4407,1,6,8,0,0,0,1,1,0,1,2,4,2.5,1996
6020910450,500000,2018-07-17,2008-10-02,0.2359,0,0,4215,0,0,0,0,0,1,0,2548,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1996
6020910750,534900,2018-11-13,2008-10-02,0.4354,1,0,4215,0,0,0,0,0,1,0,2562,1,6,7,0,1,1,1,1,0,2,2,4,3.5,1997
6020970060,294500,2018-12-03,2006-08-01,0.3905,0,0,1043,0,0,0,0,0,1,0,1692,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6020970090,338950,2018-05-08,2006-08-01,0.4972,0,0,1043,0,0,0,0,0,1,0,1984,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6020970480,275000,2018-04-03,2006-08-01,0.5395,0,0,1043,0,0,0,0,0,1,0,1220,1,6,5,0,0,0,1,1,0,0,1,3,2,1994
6021030160,356100,2018-06-26,2009-09-01,0.2444,0,0,4215,0,0,0,0,0,1,0,1700,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6021110590,330000,2018-02-06,2006-07-02,0.4111,0,0,1043,0,0,0,1,0,1,0,1979,1,6,5,0,0,0,0,1,0,1,2,3,2.5,1995
6021110700,324990,2018-10-18,2006-07-02,0.2909,0,0,1043,0,0,0,1,0,1,0,1812,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6021130520,323000,2018-12-18,2008-04-13,0.1852,0,0,6433,0,1,0,0,0,0,0,2277,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6021170370,323000,2018-12-13,2008-02-14,0.30620000000000003,0,0,6433,0,0,0,0,0,1,0,1984,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1995
6021200410,338800,2018-07-03,2008-08-14,0.2134,0,0,6433,1,0,0,0,0,1,0,2092,1,6,6,0,0,0,0,1,0,1,2,4,2.5,1996
6021270050,302000,2018-01-16,2008-08-14,0.1373,0,0,6433,1,0,0,0,0,1,0,1819,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1995
6021340030,300000,2018-06-25,2001-06-12,0.284,0,0,1043,0,1,0,0,0,0,0,1524,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6021340330,257000,2018-03-19,2001-06-12,0.3037,0,0,1043,0,1,0,0,0,1,0,1374,1,6,5,0,0,0,1,1,0,1,1,3,2,1995
6021340390,321000,2018-04-25,2001-06-12,0.2926,0,0,1043,0,1,0,0,0,1,0,1752,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1995
6021350660,589900,2018-04-17,2009-06-02,0.2772,0,0,4215,0,0,0,0,0,1,0,3497,1,6,7,0,0,0,1,1,0,2,2,3,2.75,2002
6021360020,325000,2018-05-04,2008-11-01,0.1769,0,0,6433,0,0,1,0,0,1,0,1556,1,6,5,0,0,0,1,1,0,1,1,2,2,1996
6021360080,325000,2018-08-06,2008-11-01,0.1904,0,0,6433,0,0,1,0,0,1,0,1556,1,6,5,0,0,0,1,1,0,1,1,2,2,1996
6021370080,475000,2018-07-06,2008-06-13,0.2843,0,0,6433,0,0,0,0,0,1,0,2543,1,6,6,0,0,0,1,1,0,1,2,4,2.5,2002
6021370200,405000,2018-07-17,2008-06-13,0.2713,0,0,6433,0,0,0,0,0,1,0,2452,1,6,6,0,0,0,1,1,0,2,2,3,2.25,1995
6021370410,425000,2018-07-24,2008-06-13,0.2382,0,0,6433,0,0,0,0,0,1,0,2523,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1997
6021370640,447000,2018-09-07,2008-06-13,0.232,0,0,6433,0,0,0,0,0,1,0,2312,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1995
6021380910,357995,2018-07-20,2009-09-15,0.2153,0,0,4215,0,1,0,0,0,0,0,1645,1,6,5,0,0,0,1,1,0,1,2,3,2.25,2002
6021460100,395000,2018-06-12,2009-09-01,0.2295,1,0,4215,0,0,0,0,0,1,0,1783,1,6,5,0,0,0,1,1,0,1,1,3,2.5,1995
6021470040,336500,2018-07-03,2006-07-01,0.2016,0,0,1043,0,1,0,0,0,1,0,2540,1,6,5,0,0,0,1,1,0,1,2,5,3,2000
6021510570,325000,2018-02-01,2008-04-14,0.2541,0,0,6433,0,1,1,0,1,1,0,1793,1,6,5,0,0,0,0,1,0,1,2,3,2.5,1997
6021520240,245000,2018-04-05,2006-07-01,0.2049,0,0,1043,1,1,0,0,0,1,0,1162,1,6,5,0,0,0,1,1,0,1,1,3,2,1997
6021520280,327000,2018-10-24,2006-07-01,0.2128,0,0,1043,1,1,0,0,0,1,0,2046,1,6,5,0,0,0,1,1,0,1,2,5,2.75,1997
6021600150,274000,2018-08-27,2006-07-01,0.1858,0,0,1043,0,1,0,0,0,1,0,1578,1,6,5,0,0,0,0,1,0,1,1,3,1.75,1996
6021600200,274000,2018-03-20,2006-07-01,0.2311,0,0,1043,0,1,0,0,0,1,0,1864,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1996
6021600220,320000,2018-12-21,2006-07-01,0.307,0,0,1043,0,1,0,0,0,1,0,2246,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1996
6021600410,290000,2018-11-08,2006-07-01,0.3316,0,0,1043,0,1,0,0,0,1,0,1512,1,6,5,0,0,0,1,1,0,1,1,3,2,1995
6021600640,320000,2018-05-17,2006-07-01,0.1865,0,0,1043,0,1,0,0,0,1,0,1964,1,6,5,0,0,0,1,1,0,1,2,4,2.25,1996
6021600690,325000,2018-05-20,2006-07-01,0.211,0,0,1043,0,1,0,0,0,1,0,1860,1,6,5,0,0,0,0,1,0,1,1,3,2,1996
6021660880,380000,2018-02-28,2009-09-01,0.2396,0,0,4215,0,0,1,0,0,1,0,2285,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1996
6021670010,255000,2018-06-07,2001-06-03,0.1848,0,0,214,0,1,1,1,1,1,1,1744,1,6,5,0,0,0,1,1,0,0,2,3,2.5,2000
6021670390,247500,2018-11-13,2001-06-03,0.2319,0,0,214,0,1,1,1,1,1,1,1256,1,6,5,0,0,0,0,1,0,1,1,3,2,1997
6021690530,542000,2018-05-17,2005-01-03,0.2898,1,0,6433,0,0,0,0,0,0,0,2319,1,6,7,0,0,0,1,1,0,1,1,3,2.5,1999
6021720370,343000,2018-05-30,2001-06-09,0.423,0,0,1043,0,1,0,0,0,0,0,1358,1,6,5,0,0,0,1,1,0,1,1,3,2,1996
6021730320,290000,2018-09-27,2008-08-14,0.1537,0,0,6433,1,0,0,0,0,1,0,1357,1,6,5,0,0,0,0,1,0,0,1,3,2,1998
6021820040,712500,2018-08-24,2004-03-01,0.3648,0,0,4215,0,0,0,0,0,1,0,2754,1,6,6,1,1,0,1,1,0,1,2,4,2.5,1997
6021860120,360000,2018-06-01,2004-04-02,0.1918,0,0,4215,0,1,1,1,0,1,0,1808,1,6,5,0,0,0,1,1,0,1,2,4,2.25,1997
6021930160,337000,2018-04-25,2006-07-01,0.1899,0,0,1043,0,1,0,0,0,1,0,1800,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1998
6021930560,370000,2018-07-20,2006-07-01,0.3099,0,0,1043,0,0,0,0,0,1,0,2120,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1996
6021940030,333000,2018-06-08,2006-08-01,0.4432,0,0,1043,0,0,0,0,0,1,0,2063,1,6,5,0,0,0,1,1,0,0,2,4,2.5,1997
6021950060,410000,2018-11-27,2004-04-02,0.245,0,0,4215,0,1,1,1,1,1,0,1703,1,6,5,0,0,0,1,1,0,1,1,3,2,2002
6021960940,370000,2018-11-20,2008-01-13,0.179,0,0,6433,1,1,0,0,0,1,0,1971,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1997
6021961090,473525,2018-08-17,2008-01-13,0.2905,0,0,6433,1,1,0,0,0,1,0,2697,1,6,6,0,0,0,1,1,0,1,2,4,2.75,1997
6022000510,417500,2018-07-03,2008-02-14,0.167,0,0,6433,0,0,0,0,0,1,0,2356,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1999
6022000550,180250,2018-10-05,2008-02-14,0.1686,0,0,6433,0,0,0,0,0,1,0,2585,1,6,5,0,0,0,1,1,0,1,2,5,2.5,1999
6022001100,364550,2018-08-16,2008-02-14,0.1664,0,0,6433,0,0,0,0,0,1,0,2209,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1999
6022030190,365000,2018-10-25,2001-06-12,0.287,0,0,1043,0,0,0,1,0,0,0,1721,1,6,5,0,0,0,1,1,0,1,1,3,2,2004
6022030360,349000,2018-05-03,2001-06-12,0.3064,0,0,1043,0,0,0,1,0,0,0,1721,1,6,5,0,0,0,1,1,0,1,1,3,2,2004
6022050030,445000,2018-07-16,2009-06-01,0.1837,0,0,4215,0,0,0,0,0,1,1,2340,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1997
6022060130,488000,2018-11-06,2009-09-15,0.2869,0,0,4215,0,1,0,0,0,0,0,2878,1,6,7,0,0,0,1,1,0,2,2,4,2.5,1998
6022090300,339950,2018-09-12,2001-06-03,0.3253,1,0,214,0,1,1,1,1,1,1,2204,1,6,5,0,0,0,1,1,0,1,1,4,2.5,2005
6022110840,360000,2018-07-10,2008-04-14,0.3272,0,0,6433,0,1,1,0,1,1,0,1788,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1997
6022111170,217810,2018-07-26,2008-04-14,0.2275,0,0,6433,0,1,1,0,0,1,0,1885,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1997
6022120090,324000,2018-05-22,2008-11-01,0.1127,0,0,6433,0,0,0,0,0,1,0,1260,1,6,4,0,0,0,0,1,0,0,1,2,2,1997
6022120100,324000,2018-05-22,2008-11-01,0.1451,0,0,6433,0,0,0,0,0,1,0,1260,1,6,4,0,0,0,0,1,0,0,1,2,2,1997
6022150540,310000,2018-07-18,2006-07-01,0.1489,0,0,1043,0,1,0,0,0,1,0,1818,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1998
6022150570,280000,2018-01-04,2006-07-01,0.1486,0,0,1043,0,1,0,0,0,1,0,1810,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1997
6022160120,300000,2018-04-10,2006-07-01,0.1954,0,0,1043,0,0,0,0,0,1,0,1562,1,6,5,0,0,0,1,1,0,1,1,4,2,1999
6022180020,380000,2018-12-06,2008-02-14,0.1865,0,0,6433,0,1,0,0,0,1,0,1932,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1997
6022240150,310000,2018-09-24,2006-07-01,0.21,0,0,1043,0,1,0,0,0,1,0,2096,1,6,5,0,0,0,1,1,0,1,2,4,2.75,1998
6022350160,520000,2018-07-10,2006-07-02,0.6813,0,0,1043,0,0,0,1,0,1,0,2466,1,6,6,0,0,0,1,1,1,2,2,3,2.5,1999
6022350170,492500,2018-04-26,2006-07-02,0.6813,0,0,1043,0,0,0,1,0,1,0,2242,1,6,6,0,0,0,1,1,1,1,1,3,2.5,1999
6022360320,287000,2018-03-27,2008-05-13,0.0849,0,0,6433,0,1,0,0,0,1,0,2046,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
6022370390,421350,2018-11-26,2008-08-14,0.2033,0,0,6433,1,0,0,0,0,1,0,2336,1,6,5,0,0,0,0,1,0,1,2,4,2.5,1999
6022420150,495000,2018-08-10,2009-09-15,0.2311,0,0,4215,0,1,0,0,0,1,0,2752,1,6,6,0,0,0,1,1,0,1,2,3,2.5,2001
6022420450,430000,2018-06-22,2009-09-15,0.2073,0,0,4215,0,1,0,0,0,0,0,2334,1,6,6,0,0,0,1,1,0,2,2,4,2.5,2005
6022460390,380000,2018-11-30,2008-06-13,0.191,0,0,6433,0,1,1,0,1,1,0,1844,1,6,6,0,0,0,1,1,0,1,1,3,2,1999
6022460610,409950,2018-06-04,2008-06-13,0.1754,0,0,6433,0,1,1,0,1,1,0,2592,1,6,6,0,0,0,1,1,0,1,2,4,2.5,1999
6022500060,123000,2018-09-28,2004-04-02,0.2066,0,0,4215,0,1,1,1,1,1,0,1606,1,6,5,0,0,0,1,1,0,1,2,3,2.75,1999
6022520190,337000,2018-07-31,2008-05-13,0.1308,0,0,6433,0,0,0,0,0,1,0,1801,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
6022520200,344000,2018-06-20,2008-05-13,0.1417,0,0,6433,0,0,0,0,0,1,0,2380,1,6,5,0,0,0,1,1,0,1,2,4,2.75,2000
6022520250,409000,2018-07-11,2008-05-13,0.153,0,0,6433,0,0,0,0,0,1,0,2531,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
6022520350,324000,2018-09-21,2008-05-13,0.1575,0,0,6433,0,1,0,0,0,1,0,2037,1,6,5,0,0,0,0,1,0,1,2,3,2.5,1999
6022520570,369000,2018-05-11,2008-05-13,0.1418,0,0,6433,0,0,0,0,0,1,0,2192,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
6022520580,410250,2018-11-30,2008-05-13,0.1478,0,0,6433,0,0,0,0,0,1,0,2650,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
6022530190,325000,2018-12-17,2008-04-14,0.1267,0,0,6433,0,1,0,0,0,1,0,1832,1,5,5,0,0,0,1,1,0,1,2,3,2.5,1999
6022540010,285000,2018-05-02,2006-07-01,0.2059,0,0,6433,0,1,0,0,0,1,0,1162,1,6,5,0,0,0,1,1,0,1,1,3,2,1999
6022660030,415000,2018-10-18,2008-03-14,0.3292,0,0,6433,0,0,1,1,1,1,0,2158,1,6,6,0,0,0,1,1,0,1,2,3,2.5,1999
6022670320,349999,2018-09-26,2008-02-14,0.2586,0,0,6433,0,0,0,0,0,1,0,2859,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1999
6022670380,354950,2018-05-17,2008-02-14,0.1356,0,0,6433,0,0,0,0,0,1,0,2376,1,6,5,0,0,0,0,1,0,1,2,3,2.5,1999
6022671140,356000,2018-06-01,2008-02-14,0.1855,0,0,6433,0,0,0,0,0,1,0,2398,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1999
6022700540,304000,2018-12-05,2006-07-01,0.1595,0,0,1043,0,1,0,0,0,1,0,2417,1,6,5,0,0,0,1,1,0,1,2,5,2.5,1999
6022700570,253000,2018-03-08,2006-07-01,0.1595,0,0,1043,0,1,0,0,0,1,0,1804,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
6022730470,361000,2018-04-17,2008-08-14,0.165,0,0,6433,1,0,0,0,0,1,0,1866,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1999
6022770060,362800,2018-04-23,2008-04-13,0.2432,0,0,6433,0,0,0,0,0,0,0,1861,1,6,5,0,0,0,0,1,0,1,2,3,3,2003
6022810150,641000,2018-07-02,2008-08-14,0.3631,1,0,6433,1,0,0,0,0,1,0,3795,1,6,9,0,0,0,1,1,0,1,1,4,2.5,2000
6022851320,238000,2018-01-03,2008-11-01,0.0573,0,0,6433,0,1,0,0,0,0,0,1572,1,6,5,0,0,0,0,1,0,1,2,3,2.25,1999
6022870020,286650,2018-07-26,2008-08-14,0.1019,0,0,6433,1,0,0,0,0,1,0,1576,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2001
6022870570,308000,2018-04-27,2008-08-14,0.0997,0,0,6433,1,0,0,0,0,1,0,1646,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
6022900100,334000,2018-12-19,2008-06-13,0.1421,0,0,6433,0,1,1,0,1,1,0,1866,1,6,5,0,0,0,0,1,0,1,2,3,2.5,1999
6022910360,484000,2018-04-12,2008-01-13,0.2907,0,0,6433,1,1,0,0,0,1,0,2612,1,6,7,0,0,0,1,1,0,1,2,4,2.5,2000
6022910450,390000,2018-07-12,2008-01-13,0.1446,0,0,6433,1,1,0,0,0,1,0,2121,1,6,7,0,0,0,1,1,0,1,2,3,2.5,2002
6022910470,380000,2018-06-26,2008-01-13,0.1406,0,0,6433,1,1,0,0,0,1,0,2052,1,6,7,0,0,0,0,1,0,1,2,4,2.5,2001
6022940120,350000,2018-05-29,2006-08-01,0.2309,0,0,1043,0,1,0,0,0,0,0,2043,1,6,5,0,0,0,1,1,0,1,2,4,2.5,1999
6022940170,240000,2018-12-12,2006-08-01,0.282,0,0,1043,0,1,0,0,0,1,0,2016,1,6,5,0,0,0,1,1,0,1,2,4,2.5,2000
6022970390,362000,2018-11-27,2001-06-09,0.38,0,0,1043,0,0,0,0,0,0,0,2431,1,6,5,0,0,0,1,1,0,1,2,4,3,2002
6022970670,339500,2018-08-03,2001-06-09,0.4433,0,0,1043,0,0,0,0,0,0,0,2141,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
6022980110,388630,2018-11-30,2008-11-01,0.2286,0,0,6433,0,1,0,0,0,1,0,2114,1,6,6,0,0,0,1,1,0,1,1,3,2.5,2000
6023010070,115270,2018-10-24,2008-04-13,0.1047,0,0,6433,0,1,0,0,0,0,0,1242,1,6,5,0,0,0,0,1,0,1,2,3,2.5,2000
6023010290,279000,2018-11-06,2008-04-13,0.1013,0,0,6433,0,1,0,0,0,0,0,1164,1,6,5,0,0,0,1,1,0,1,1,3,1.75,2001
6023010560,307000,2018-09-04,2008-04-13,0.0981,0,0,6433,0,1,0,0,0,0,0,1312,1,6,5,0,0,0,0,1,0,1,2,3,2.5,2001
6023010580,259000,2018-02-28,2008-04-13,0.0951,0,0,6433,0,1,0,0,0,0,0,1166,1,6,5,0,0,0,1,1,0,1,1,3,2,2003
6023011760,287000,2018-05-15,2008-04-13,0.0967,0,0,6433,0,1,0,0,0,0,0,1426,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
6023012070,290000,2018-06-12,2008-04-13,0.1255,0,0,6433,0,1,0,0,0,0,0,1238,1,6,5,0,0,0,0,1,0,1,2,3,2.5,2000
6023021470,340000,2018-03-28,2006-07-01,0.2621,0,0,1043,0,1,0,0,0,1,0,2205,1,6,5,0,0,0,1,1,0,1,2,4,2.5,2000
6023021530,379250,2018-10-15,2006-07-01,0.329,0,0,1043,0,1,0,0,0,1,0,2542,1,6,5,0,0,0,1,1,0,1,2,5,2.5,2000
6023021630,340000,2018-05-23,2006-07-01,0.2802,0,0,1043,0,1,0,0,0,1,0,2205,1,6,5,0,0,0,1,1,0,1,2,4,2.5,2000
6023021840,394500,2018-05-07,2006-07-01,0.2238,0,0,1043,0,1,0,0,0,1,0,2542,1,6,5,0,0,0,1,1,0,1,2,5,2.5,2004
6023090250,310000,2018-03-23,2008-04-14,0.153,0,0,6433,0,1,1,0,0,1,0,1802,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2000
