"","Parcel_Number","sale_price","Sale_Date","Land_Economic_Area","Land_Net_Acres","View_Quality","Waterfront_Type","Crime_Num","withInSewerImprovement","near_firestation","near_healthcare","near_libraries","near_policestation","near_schools","near_waterplants","square_feet","condition","quality","attic_finished_square_feet","basement_square_feet","basement_finished_square_feet","porch_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","stories","bedrooms","bathrooms","year_built"
"362",122133065,4e+05,2018-06-05,2011-01-05,0.551,"0","0",451,"0","1","0","0","0","1","0",1612,"6","5","0","0","0","1","1","0",1,1,3,1.75,2000
"363",122133093,3e+05,2018-07-05,2011-01-05,0.35,"0","0",451,"0","1","0","0","0","1","0",1396,"6","5","0","0","0","1","1","0",1,1,3,1.75,1985
"364",122147003,335000,2018-12-10,2011-02-07,0.6799,"0","0",451,"0","0","0","0","0","0","0",1374,"6","5","0","0","0","1","1","0",1,2,3,2.25,1995
"365",122158015,420000,2018-05-24,2011-02-07,1,"0","0",451,"0","1","0","0","0","0","0",2283,"6","5","0","0","0","1","1","0",1,2,3,2.75,2006
"366",122172042,375000,2018-09-27,2010-04-04,2.5,"0","0",451,"0","0","0","0","0","0","0",2030,"6","5","0","0","0","1","1","0",1,2,4,2,1984
"367",122174022,430000,2018-05-03,2010-04-04,1.0719,"0","1",451,"0","0","0","0","0","0","0",2446,"6","5","0","0","0","1","1","0",1,1,3,1.75,1991
"368",122176019,395000,2018-12-05,2010-04-04,1.25,"0","0",451,"0","0","0","0","0","0","0",1577,"6","5","0","0","0","0","1","1",1,2,3,2.5,1996
"369",122198012,4e+05,2018-09-06,2010-04-04,2.59,"0","0",451,"0","0","0","0","0","0","0",1218,"6","6","0","1","1","1","1","0",1,1,4,3,1994
"370",121222015,610000,2018-07-06,2012-07-04,2.5,"0","0",149,"0","1","0","0","0","1","0",2302,"6","6","0","0","0","1","1","0",1,2,3,2.5,1994
"371",121225033,417000,2018-07-18,2012-07-04,1.0799,"0","0",149,"0","1","0","0","0","0","0",2067,"6","5","0","0","0","1","1","0",1,1,3,2.5,1988
"372",121225079,385000,2018-10-08,2012-07-04,0.4,"0","0",149,"0","1","0","0","0","0","0",1406,"6","5","0","0","0","1","1","0",1,1,3,2,1992
"373",121243076,465000,2018-06-18,2012-06-05,0.86,"0","0",149,"0","1","0","0","0","1","0",2280,"6","5","0","0","0","1","1","0",1,2,4,2.25,1990
"374",121244030,450000,2018-04-17,2033-11-12,0.3402,"0","1",149,"0","1","0","0","0","1","0",880,"6","5","0","0","0","1","0","1",1,1,2,1,1977
"375",121248031,354000,2018-12-18,2012-06-05,0.36,"0","0",149,"0","1","0","0","0","1","0",1644,"6","5","0","0","0","0","1","0",1,2,3,2.5,1993
"376",121265001,470000,2018-07-31,2012-06-05,0.7199,"0","0",149,"0","1","0","0","0","1","0",2111,"6","5","0","1","1","1","0","0",1,2,3,2.25,1986
"377",122132063,150000,2018-07-24,2011-01-05,0.3316,"0","0",451,"0","0","0","0","0","1","0",1776,"6","4","0","0","0","0","0","0",0,1,3,2,2003
"378",122141025,245000,2018-12-19,2011-02-07,1.95,"0","0",451,"0","0","0","0","0","0","0",880,"6","1","0","0","0","0","0","0",1,1,0,1,1972
"379",122141043,336000,2018-04-09,2011-11-22,0.8149,"0","1",451,"0","0","0","0","0","1","0",2076,"6","4","0","0","0","0","0","0",0,1,2,1.5,1987
"380",122144042,3e+05,2018-06-04,2011-11-22,0.8724,"0","1",451,"0","0","0","0","0","1","0",1368,"5","4","0","1","0","1","0","1",1,1,3,1.5,1959
"381",122152038,404325,2018-03-15,2011-02-07,2.48,"0","0",451,"0","1","0","0","0","0","0",2294,"6","5","0","0","0","1","1","0",2,1,3,2.5,2017
"382",122153038,430000,2018-07-12,2011-02-07,1.3099,"0","0",451,"0","1","0","0","0","0","0",2119,"6","5","0","0","0","1","0","0",0,2,3,2,1998
"383",122168001,262900,2018-11-14,2011-02-07,0.9699,"0","0",451,"0","1","0","0","0","0","0",1192,"6","4","0","0","0","1","0","0",1,1,2,1.75,2000
"384",122174024,265000,2018-09-12,2010-04-04,2.4,"0","1",451,"0","0","0","0","0","0","0",1950,"6","7","0","0","0","1","0","0",1,1,3,2,1981
"385",122214058,669000,2018-09-04,2011-02-07,5,"0","0",451,"0","1","0","0","0","1","0",2578,"6","5","0","0","0","1","1","0",1,1,3,2,2017
"386",122215083,365000,2018-04-26,2011-02-07,1.26,"0","0",451,"0","1","0","0","0","0","0",1768,"6","5","0","0","0","1","0","1",1,1,3,1.5,1987
"387",122216037,319000,2018-10-05,2011-02-07,2.57,"0","0",451,"0","1","0","0","0","0","0",3894,"6","6","0","0","0","0","0","0",0,1,3,2,1998
"388",122226058,349950,2018-03-01,2011-02-07,0.642,"0","0",451,"0","1","0","0","0","0","0",1575,"6","5","0","0","0","1","1","0",1,2,3,2.25,1994
"389",122227036,365000,2018-05-29,2011-02-03,0.7199,"0","0",451,"0","1","0","0","0","0","0",1500,"6","5","0","0","0","1","1","0",1,1,3,1.75,2012
"390",122228008,277000,2018-06-20,2011-02-07,1.3522,"0","0",451,"0","1","0","0","0","0","0",1656,"6","4","0","0","0","1","1","0",0,1,3,1.75,1988
"391",122228035,4e+05,2018-03-16,2011-02-07,0.75,"0","0",451,"0","1","0","0","0","0","0",2352,"5","4","0","0","0","1","0","0",2,2,4,2.75,1991
"392",122231009,415000,2018-05-25,2011-02-07,1.7399,"1","0",451,"0","0","0","0","1","1","0",2903,"6","4","0","0","0","0","0","0",1,2,3,1.5,1990
"393",122232033,420000,2018-12-12,2011-02-07,1.2399,"0","0",451,"0","0","0","0","0","0","0",1872,"6","5","0","0","0","1","1","0",0,2,3,2.5,2013
"394",122233048,598500,2018-03-19,2011-02-07,0.5961,"1","0",451,"0","0","0","0","0","0","0",1897,"6","6","0","1","1","1","0","1",3,2,3,2.5,2005
"395",122235002,650000,2018-05-08,2011-02-07,0.6699,"1","0",451,"0","0","0","0","0","1","0",1490,"6","6","0","1","1","1","0","0",1,1,3,2.75,1992
"396",122237037,682000,2018-07-11,2011-02-07,0.76,"1","0",451,"0","0","0","0","0","0","0",2351,"6","8","0","1","1","1","0","0",2,2,3,2.5,2002
"397",122243087,313500,2018-11-13,2011-01-05,0.5899,"0","0",451,"0","1","0","0","1","1","0",1824,"6","4","0","0","0","1","0","1",1,2,5,1.75,1982
"398",122252098,417000,2018-02-22,2012-06-05,1.11,"0","0",451,"0","0","1","0","1","1","0",1485,"6","5","0","1","0","1","0","1",1,1,3,1.75,2000
"399",122302009,468000,2018-08-28,2010-04-04,5.11,"0","0",451,"0","0","0","0","0","0","0",2530,"6","6","0","0","0","0","1","0",1,1.5,4,1.75,1999
"400",122306030,496000,2018-05-16,2010-04-04,1.3699,"0","0",451,"0","0","0","0","0","0","0",2106,"6","6","1","0","0","1","0","0",1,2,3,1.75,1992
"401",122306051,430000,2018-05-07,2010-04-04,1.0601,"0","0",451,"0","0","0","0","0","0","0",2645,"6","5","0","0","0","1","1","0",1,2,4,2.5,2009
"402",122315005,362500,2018-10-31,2010-04-04,0.9899,"0","0",451,"0","0","0","0","0","0","0",1601,"6","5","0","0","0","1","1","0",1,1,3,2,1993
"403",122315033,475990,2018-04-05,2010-04-04,1.4299,"0","0",451,"0","0","0","0","0","0","0",1970,"6","5","0","0","0","1","1","0",1,1,3,2,2006
"404",122318043,357000,2018-08-15,2010-04-04,1.1299,"0","0",451,"0","0","0","0","0","0","0",1734,"6","5","0","0","0","1","1","0",1,1,3,2,1994
"405",122321055,495000,2018-06-15,2010-04-04,0.3199,"1","0",451,"0","0","0","0","0","0","0",3541,"6","4","0","0","0","0","0","0",1,2,3,1.75,1987
"406",122351026,250000,2018-12-20,2012-06-05,0.6198,"0","0",451,"0","1","0","0","0","0","0",894,"6","3","0","0","0","1","1","0",1,1,2,1,1976
"407",122353022,320000,2018-06-28,2012-06-05,1.45,"0","0",451,"0","0","0","0","0","0","0",1354,"5","4","0","1","1","1","0","0",1,1,3,1.75,1973
"408",122358005,3e+05,2018-08-23,2012-06-05,2.04,"0","0",451,"0","1","0","0","0","0","0",1962,"6","5","0","0","0","1","0","1",1,2,3,2.25,1987
"409",217027016,328340,2018-06-28,2001-06-13,1,"0","0",176,"0","0","0","0","0","0","0",1696,"6","5","0","0","0","1","1","0",0,1,3,2,2017
"410",217034032,449950,2018-07-19,2001-06-13,5.01,"0","0",176,"0","0","0","0","0","0","0",3519,"6","5","0","0","0","0","0","0",1,3,3,2.5,2004
"411",217038017,245000,2018-03-19,2001-06-13,1.25,"0","0",176,"0","0","0","0","0","0","0",1782,"6","5","0","0","0","1","0","0",0,1,4,2,2000
"412",217104001,40200,2018-11-29,2001-06-01,0.1652,"0","0",176,"0","0","0","0","0","0","0",1057,"4","2","0","0","0","0","0","0",0,2,3,1,1981
"413",122198018,394625,2018-07-30,2010-04-04,2.5,"0","0",451,"0","0","0","0","0","0","0",1646,"6","5","0","0","0","1","1","0",1,1,3,2,1995
"414",122214066,295000,2018-12-04,2011-02-07,0.71,"0","0",451,"0","1","0","0","0","1","0",1120,"6","4","0","0","0","1","1","0",0,1,3,1.5,1988
"415",122214087,269900,2018-03-26,2011-02-07,0.554,"0","0",451,"0","1","0","0","0","1","0",1616,"6","5","0","0","0","1","0","0",1,1,3,2,1995
"416",122215012,270000,2018-06-18,2011-02-07,0.6199,"0","0",451,"0","1","0","0","0","0","0",1072,"6","4","0","0","0","1","1","0",1,1,3,2,1988
"417",122215093,560000,2018-07-11,2011-02-07,1,"0","0",451,"0","1","0","0","0","1","0",2862,"6","5","0","0","0","0","0","0",1,2,3,2.5,2008
"418",122218013,256000,2018-08-10,2011-02-07,1.2199,"0","0",451,"0","1","0","0","0","1","0",2394,"6","5","0","0","0","0","0","0",1,1,3,2,1998
"419",122218014,275000,2018-03-22,2011-02-07,1.26,"0","0",451,"0","1","0","0","0","1","0",2100,"6","4","0","0","0","0","0","0",1,1,3,1.75,2000
"420",122226032,297500,2018-11-01,2011-02-07,0.5599,"0","0",451,"0","1","0","0","0","0","0",1303,"6","4","0","0","0","1","1","0",1,1,3,2,1993
"421",122226033,289900,2018-09-10,2011-02-07,0.61,"0","0",451,"0","1","0","0","0","0","0",1292,"6","4","0","0","0","0","1","0",1,1,3,2,1999
"422",122232071,396500,2018-03-21,2011-02-07,0.6199,"0","0",451,"0","0","0","0","0","0","0",2054,"6","5","0","0","0","0","1","0",1,2,4,3,2013
"423",122236013,690000,2018-10-26,2011-02-07,0.6199,"0","0",451,"0","0","0","0","0","0","0",3190,"6","7","1","0","0","0","0","0",2,3.5,3,2.5,2006
"424",122243038,545000,2018-12-04,2012-11-30,0.6542,"0","1",451,"0","1","1","0","1","1","0",1568,"6","5","0","1","1","1","0","0",1,1,4,2.75,1984
"425",122256023,615000,2018-08-20,2012-06-05,1.71,"0","0",451,"0","0","1","0","1","1","0",2598,"6","6","0","0","0","1","1","0",1,2,4,2.5,2013
"426",122295015,429500,2018-03-29,2010-04-04,2.34,"0","0",451,"0","0","0","0","0","1","0",1832,"6","5","0","0","0","1","1","0",1,1,3,2,2017
"427",122297012,105000,2018-10-31,2010-04-04,1.25,"0","0",451,"0","0","0","0","0","0","0",1714,"6","7","0","0","0","0","0","0",1,1,4,2,1998
"428",122306048,427000,2018-08-14,2010-04-04,1.5,"0","0",451,"0","0","0","0","0","0","0",2776,"6","5","0","0","0","1","1","0",0,2,3,2.5,2007
"429",122308021,87000,2018-08-06,2010-04-04,1.3899,"0","0",451,"0","0","0","0","0","0","0",1296,"6","5","0","0","0","1","0","0",0,1,3,2,1999
"430",122358015,385000,2018-08-01,2012-06-05,1.1899,"0","0",451,"0","1","0","0","0","0","0",1112,"6","5","0","1","1","1","1","0",1,1,4,2.75,1990
"431",122358016,490000,2018-04-16,2012-06-05,1.3099,"0","0",451,"0","1","0","0","0","0","0",1610,"6","5","0","0","0","1","1","0",2,1,3,1.75,1988
"432",122361022,295000,2018-04-24,2012-06-05,1.9,"0","0",451,"0","1","1","0","0","0","0",1020,"6","3","0","1","0","1","0","0",1,1.5,2,1.5,1987
"433",122366012,322900,2018-12-19,2012-06-05,0.6,"0","0",451,"0","1","1","0","0","0","0",2252,"6","5","0","0","0","1","1","1",1,2,3,2.25,1991
"434",122366034,7e+05,2018-08-29,2012-06-05,0.6367,"0","0",451,"0","1","1","0","0","0","0",3468,"6","9","0","1","1","1","0","0",1,2,3,2.5,1999
"435",217103028,172500,2018-05-15,2001-06-01,5,"0","0",176,"0","0","0","0","0","0","0",2136,"6","4","0","0","0","0","0","0",1,1,3,1.75,1980
"436",217141012,260000,2018-05-21,2001-06-01,5.94,"1","0",176,"0","0","0","0","0","0","0",3988,"6","4","0","0","0","0","0","0",2,3,3,1.75,1984
"437",217146007,230000,2018-01-08,2001-06-01,1.1,"1","0",176,"0","0","0","0","0","0","0",2184,"6","5","0","0","0","0","0","0",1,2,3,2,2000
"438",217146020,274000,2018-06-20,2001-06-01,1.2,"0","0",176,"0","0","0","0","0","0","0",1729,"6","5","0","0","0","0","0","0",0,2,3,2,2008
"439",217146037,230000,2018-02-28,2001-06-01,2.54,"0","0",176,"0","0","0","0","0","0","0",1560,"6","5","0","0","0","1","0","0",1,1,3,2,2003
"440",217152010,390000,2018-07-09,2001-06-01,2.27,"0","0",176,"0","0","0","0","0","0","0",2580,"6","3","0","0","0","1","0","0",2,3,5,3.5,1998
"441",217155003,325000,2018-01-17,2001-06-01,2.14,"0","0",176,"0","0","0","0","0","0","0",1964,"6","4","0","0","0","0","0","0",1,2,3,1.5,1986
"442",217168002,385000,2018-05-18,2001-06-01,2.45,"0","0",176,"0","0","0","0","0","0","0",2068,"6","5","0","0","0","1","1","1",0,2,3,2.5,1995
"443",217211039,241975,2018-03-27,2001-06-01,0.9582,"0","0",176,"0","1","0","0","0","1","0",1092,"6","4","1","1","0","0","0","0",0,1,3,1.5,1971
"444",217222005,256000,2018-10-24,2001-06-01,5,"0","0",176,"0","0","0","0","0","1","0",1405,"6","2","0","0","0","0","0","0",0,1,3,2,1991
"445",217222006,85000,2018-05-21,2001-06-01,4.55,"0","0",176,"0","0","0","0","0","0","0",2616,"6","3","0","0","0","0","0","0",0,3,2,1,1977
"446",217222017,370000,2018-02-27,2001-06-01,5,"0","0",176,"0","1","0","0","0","1","0",1418,"6","6","0","1","1","1","0","0",1,1.5,2,1.5,2014
"447",217226005,241000,2018-07-11,2001-06-01,1.2,"0","0",176,"0","0","0","0","0","0","0",1188,"6","3","0","0","0","1","0","0",0,1,3,2,1992
"448",217243046,320000,2018-05-30,2001-06-01,5,"0","0",176,"0","0","0","0","0","0","0",1736,"6","4","0","0","0","1","0","0",1,2,3,2,2008
"449",217245701,270000,2018-05-30,2001-06-13,0.979,"0","0",176,"0","0","0","0","0","0","0",1627,"6","5","0","0","0","1","1","0",2,1,2,1.75,1986
"450",217271037,4e+05,2018-07-09,2001-06-01,5,"0","0",176,"0","0","0","0","0","0","0",1716,"6","4","0","0","0","1","1","0",0,1,3,2,2005
"451",217272015,375000,2018-12-27,2001-06-01,5.04,"0","0",176,"0","1","0","0","0","1","0",2778,"6","5","0","0","0","0","0","0",0,1,2,2,1998
"452",217272026,347000,2018-11-13,2001-06-01,1.71,"0","0",176,"0","1","0","0","0","1","0",1871,"6","5","0","0","0","1","1","0",0,2,3,2.5,2018
"453",217285068,320000,2018-03-22,2001-06-01,0.7899,"0","0",176,"0","1","0","0","0","1","0",2548,"6","4","0","0","0","0","0","0",1,3,3,2.5,2000
"454",218343013,294000,2018-01-31,2001-06-13,0.3305,"0","0",18,"0","1","0","0","1","1","0",1576,"6","5","0","0","0","1","1","0",1,1,3,1.75,1986
"455",218343040,225000,2018-09-21,2001-06-13,0.3193,"0","0",18,"0","1","0","0","1","1","0",1608,"6","1","0","0","0","0","0","0",1,1,4,1,1963
"456",218343057,250000,2018-03-02,2001-06-13,3.36,"0","0",18,"0","1","0","0","1","1","0",4400,"6","4","0","0","0","0","0","0",1,1.5,4,2,1978
"457",218352019,315000,2018-04-20,2001-06-13,7.15,"0","0",18,"0","1","0","0","1","1","0",1804,"6","3","0","0","0","0","0","0",0,1,3,2,2000
"458",218357002,340000,2018-07-20,2001-06-13,2.55,"0","0",18,"0","1","0","0","1","1","0",1176,"6","4","0","0","0","1","1","0",1,1,3,2,2001
"459",219022061,233000,2018-11-14,2014-12-01,0.2172,"0","0",46,"1","0","1","1","1","1","0",1174,"5","2","0","0","0","0","0","0",1,1,3,1.75,1969
"460",219041004,280000,2018-09-14,2014-06-03,0.8875,"0","0",46,"1","0","0","0","0","1","0",1288,"4","3","0","0","0","1","0","1",0,1,4,1.5,1972
"461",219043083,415000,2018-09-11,2014-05-01,0.4096,"0","0",46,"1","1","0","0","0","1","0",1932,"6","5","0","0","0","1","1","0",1,1,3,2.5,1998
"462",219044042,195000,2018-08-27,2014-05-01,0.36,"0","0",46,"1","1","0","0","0","1","0",1278,"6","4","0","1","1","1","0","0",1,1,3,1.75,2000
"463",219052027,288620,2018-04-12,2013-08-02,0.3199,"0","0",46,"0","0","1","1","1","1","0",1339,"6","4","0","0","0","1","1","0",1,1,3,1.5,1997
"464",219055006,515000,2018-02-14,2014-05-01,0.5165,"0","0",46,"1","0","1","1","1","1","0",2386,"6","5","0","0","0","1","1","0",1,1,3,2,2017
"465",219062026,475000,2018-08-14,2013-04-01,0.5001,"1","0",46,"0","0","0","0","1","1","0",2062,"6","4","0","0","0","0","0","0",1,2,3,2.5,1980
"466",122172029,540000,2018-12-18,2010-04-04,2.5,"0","0",451,"0","0","0","0","0","0","0",3229,"6","5","0","0","0","0","0","0",1,1,3,2.5,2000
"467",122177002,295500,2018-07-13,2010-04-04,1.1363,"0","0",451,"0","0","0","0","0","0","0",1616,"6","5","0","0","0","1","0","0",1,1,3,2,1996
"468",122201014,384950,2018-09-13,2010-04-04,2.52,"0","0",451,"0","0","0","0","0","0","0",4090,"6","3","0","0","0","0","0","0",0,2,3,2,2011
"469",122212036,342000,2018-04-27,2011-02-07,2.415,"0","0",451,"0","1","0","0","0","1","0",1400,"6","5","0","0","0","1","0","1",1,2,3,2.5,1995
"470",122213096,310000,2018-01-16,2011-02-07,2,"0","0",451,"0","1","0","0","0","1","0",1358,"5","5","0","0","0","1","1","0",1,1,3,2,1995
"471",122214053,259000,2018-10-18,2011-02-02,0.18,"0","0",451,"0","1","0","0","0","1","0",1008,"6","4","0","0","0","1","1","0",0,1,3,1,1995
"472",122215088,420000,2018-05-01,2011-02-07,1.2763,"0","0",451,"0","1","0","0","0","0","0",2432,"6","5","0","0","0","1","0","1",1,2,3,3,1975
"473",122217011,247500,2018-06-14,2011-02-07,0.58,"0","0",451,"0","1","0","0","0","1","0",1248,"6","3","0","0","0","0","0","0",1,1,2,1,1986
"474",122217043,240000,2018-07-03,2011-02-07,2.64,"0","0",451,"0","1","0","0","0","1","0",1793,"6","3","0","0","0","0","0","0",1,1,3,1,1968
"475",122227042,375000,2018-06-19,2011-02-03,0.8627,"0","0",451,"0","1","0","0","0","0","0",1462,"6","5","0","0","0","1","1","0",1,1,3,2,1996
"476",122228032,295000,2018-05-07,2011-02-07,0.7699,"0","0",451,"0","1","0","0","0","0","0",1196,"6","4","0","0","0","1","1","0",1,1,3,1.75,1986
"477",122236017,475000,2018-06-20,2011-02-07,1.33,"0","0",451,"0","0","0","0","0","0","0",2684,"6","5","0","0","0","1","1","0",2,1,6,4,1994
"478",122245002,374300,2018-01-15,2011-01-05,0.7199,"0","0",451,"0","1","0","0","1","1","0",1688,"6","5","0","0","0","1","1","0",2,1.5,3,2.25,1988
"479",122252085,357500,2018-02-01,2012-06-05,0.9199,"0","0",451,"0","0","1","0","1","0","0",1580,"6","5","0","0","0","1","1","0",1,1,3,1.75,1988
"480",122264002,630000,2018-12-04,2012-11-30,2.41,"0","1",451,"0","1","1","0","0","0","0",1584,"6","4","0","1","0","1","0","0",1,2,3,1,1973
"481",122272050,589000,2018-10-09,2011-02-07,0.3673,"1","0",451,"0","0","0","0","0","0","0",1356,"6","7","0","1","1","1","0","0",1,1,3,1.75,1983
"482",122286027,339500,2018-05-10,2011-02-07,0.6699,"0","0",451,"0","0","0","0","0","1","0",1462,"6","5","0","0","0","1","1","0",1,1,3,1.75,2005
"483",122291053,357000,2018-11-29,2010-04-04,1.3399,"0","0",451,"0","0","0","0","0","1","0",2254,"6","7","0","0","0","1","1","0",0,1,3,2,2007
"484",122294014,615000,2018-09-25,2010-11-13,1.4199,"0","1",451,"0","0","0","0","0","1","0",2260,"6","5","0","0","0","0","0","0",1,2,3,1.75,2012
"485",122306026,257500,2018-01-10,2010-04-04,1.1699,"0","0",451,"0","0","0","0","0","0","0",1008,"6","4","0","0","0","1","0","1",1,1,2,1,1995
"486",122308023,218000,2018-04-26,2010-04-04,1.1299,"0","0",451,"0","0","0","0","0","0","0",1350,"6","5","0","0","0","0","0","0",0,1,3,2,2000
"487",122315053,357000,2018-11-07,2010-04-04,1.2899,"0","0",451,"0","0","0","0","0","0","0",1600,"6","5","0","0","0","1","1","0",0,1,2,1.75,1999
"488",122318059,415000,2018-05-18,2010-04-04,1.0699,"0","0",451,"0","0","0","0","0","0","0",1636,"6","6","0","1","1","1","1","0",3,1,3,2.75,1995
"489",122325014,464950,2018-04-17,2010-04-04,0.36,"0","0",451,"0","0","0","0","0","0","0",1280,"6","5","0","1","1","1","1","0",2,1,3,2.5,2004
"490",217146045,197500,2018-04-12,2001-06-01,1.25,"0","0",176,"0","0","0","0","0","0","0",1560,"4","3","0","0","0","1","1","0",1,1,3,2,1994
"491",217151052,430000,2018-03-01,2001-06-01,5.42,"0","0",176,"0","0","0","0","0","0","0",2628,"6","5","0","0","0","1","1","0",1,2,4,2.5,2015
"492",217153031,380000,2018-10-30,2001-06-01,2.93,"0","0",176,"0","0","0","0","0","0","0",4224,"6","4","0","0","0","0","0","0",0,2,3,2,2003
"493",217164040,499000,2018-10-04,2001-06-01,2.94,"0","0",176,"0","0","0","0","0","0","0",3240,"6","6","0","0","0","0","0","0",2,1.5,3,2,1998
"494",217215009,325000,2018-12-17,2001-06-01,1.339,"0","0",176,"0","0","0","0","0","1","0",2776,"6","5","0","0","0","1","1","0",1,2,5,2.5,2004
"495",217227015,270000,2018-09-07,2001-06-01,1.1399,"0","0",176,"0","1","0","0","0","1","0",2080,"6","4","0","0","0","0","0","0",0,2,3,2,2000
"496",217227027,95000,2018-07-25,2001-06-01,1.25,"0","0",176,"0","1","0","0","0","1","0",1178,"6","1","0","0","0","0","0","0",0,1,3,2,1985
"497",217227028,3e+05,2018-05-15,2001-06-01,1.25,"0","0",176,"0","1","0","0","0","1","0",1860,"6","5","0","0","0","1","1","0",0,1,3,2,2013
"498",217227036,290000,2018-04-03,2001-06-01,1.25,"0","0",176,"0","1","0","0","0","1","0",1770,"6","5","0","0","0","1","0","0",1,1,3,2,2000
"499",217232025,350000,2018-08-25,2001-06-01,5,"0","0",176,"0","0","0","0","0","0","0",2112,"6","5","0","0","0","1","1","0",0,1,4,2,2007
"500",217252003,340500,2018-01-30,2001-06-01,8.03,"0","1",176,"0","0","0","0","0","0","0",1298,"6","4","0","0","0","1","0","1",1,1,2,2,1996
"501",217254022,280321,2018-01-11,2001-06-01,5.18,"0","0",176,"0","0","0","0","0","0","0",3552,"6","6","0","0","0","0","0","0",0,2,4,2,2017
"502",217255006,220000,2018-04-26,2001-06-01,1.25,"0","0",176,"0","0","0","0","0","0","0",1344,"6","1","0","0","0","1","0","0",0,1,3,2,2003
"503",217255011,249500,2018-03-08,2001-06-01,1.2599,"0","0",176,"0","0","0","0","0","0","0",1680,"6","9","0","0","0","1","0","0",1,1,3,2,2001
"504",217263023,430000,2018-09-18,2001-06-01,6.99,"0","0",176,"0","0","0","0","0","0","0",1819,"6","5","0","0","0","1","1","1",1,1,2,1.75,1985
"505",217275019,333950,2018-04-06,2001-06-01,1.25,"0","0",176,"0","0","0","0","0","0","0",2035,"6","5","0","0","0","0","1","0",0,2,3,2.5,2008
"506",217285043,242530,2018-07-02,2001-06-01,1.4899,"0","0",176,"0","1","0","0","0","1","0",1500,"6","7","0","0","0","0","0","0",1,1,3,2,2000
"507",218343026,316001,2018-04-20,2001-06-13,1.3223,"0","0",18,"0","1","0","0","1","1","0",3992,"4","3","0","0","0","1","1","0",1,2,6,2.5,1963
"508",219012016,210000,2018-07-23,2014-01-15,0.1446,"0","0",46,"1","1","1","0","1","1","0",798,"6","3","0","0","0","0","1","0",0,1,2,1,1986
"509",219014009,230000,2018-01-09,2014-04-15,0.2203,"0","0",46,"1","1","1","0","0","1","0",1384,"6","5","0","0","0","1","0","0",1,1,3,1.5,1972
"510",219034046,665000,2018-03-28,2014-06-01,0.3712,"0","1",46,"1","0","1","1","0","1","0",3287,"6","4","0","0","0","0","0","0",1,1,3,1.75,1974
"511",219048017,339000,2018-07-03,2014-05-01,0.45,"0","0",46,"1","1","0","0","0","1","0",1683,"6","5","0","0","0","1","1","0",1,2,3,2.25,1995
"512",219048038,365000,2018-01-25,2014-05-01,1.001,"0","0",46,"1","1","0","0","0","1","0",1120,"6","5","0","1","1","1","0","1",1,1,4,1.75,2005
"513",219085015,249950,2018-04-27,2014-04-01,0.21,"0","0",46,"1","0","0","0","0","1","0",1212,"6","3","0","0","0","1","0","0",0,1,3,1.5,1996
"514",219094043,230000,2018-10-31,2014-04-01,0.2307,"0","0",46,"1","1","0","0","0","1","0",1075,"6","4","0","0","0","1","0","0",1,1,2,1,1973
"515",219094076,280000,2018-07-12,2014-04-01,0.2059,"0","0",46,"1","1","0","0","0","1","0",1848,"6","5","0","0","0","1","0","0",1,1,5,2.25,1983
"516",219096008,314000,2018-06-11,2014-05-01,0.2899,"0","0",46,"1","1","0","0","0","1","0",1844,"6","5","0","0","0","1","1","0",1,2,3,2.25,1995
"517",219098021,325000,2018-04-17,2014-04-01,0.1574,"0","0",46,"1","1","0","0","0","1","0",1640,"6","5","0","0","0","1","1","0",1,2,3,2.5,2011
"518",219092057,255000,2018-02-20,2014-04-01,0.2203,"0","0",46,"1","1","0","0","0","1","0",1136,"6","5","0","0","0","1","1","0",1,1,3,1,1990
"519",219102040,370000,2018-04-27,2014-08-01,0.3305,"0","0",46,"1","1","0","0","0","1","0",1801,"6","5","0","0","0","1","1","0",1,1,3,2.5,1996
"520",219102050,650000,2018-05-24,2014-08-01,0.8822,"0","0",46,"1","1","0","0","0","1","0",3951,"6","6","0","0","0","1","1","0",1,2,5,3.25,1996
"521",219105006,585000,2018-04-09,2014-08-03,0.6198,"0","0",46,"1","1","1","1","0","1","0",2404,"6","6","0","1","1","1","1","0",1,2,4,2.75,1988
"522",219113123,415000,2018-10-05,2014-08-03,0.5399,"0","0",46,"1","0","1","1","0","1","0",2120,"6","5","0","0","0","0","0","0",1,1,4,2,1979
"523",219141030,183000,2018-02-15,2014-03-01,0.2066,"0","0",46,"1","0","1","0","0","1","0",892,"6","3","0","0","0","1","0","0",0,1,2,1,1993
"524",219142002,190000,2018-11-29,2014-11-04,0.2,"0","0",46,"1","0","0","0","0","1","0",1402,"6","6","0","0","0","0","0","0",0,2,2,1,1979
"525",219211028,172000,2018-10-10,2014-03-01,0.1721,"0","0",46,"0","1","1","1","0","1","0",864,"6","3","0","0","0","1","0","0",0,1,2,2,1978
"526",220012105,389000,2018-06-19,2017-09-01,0.1545,"0","0",1351,"0","1","0","0","0","1","0",1540,"6","4","0","0","0","0","0","0",1,1,3,1.5,1984
"527",220012108,260000,2018-10-10,2017-09-01,0.1177,"0","0",1351,"0","1","0","0","0","1","0",1024,"6","4","0","0","0","0","1","0",1,1,2,1,1973
