"","Parcel_Number","sale_price","Sale_Date","Land_Economic_Area","Land_Net_Acres","View_Quality","Waterfront_Type","Crime_Num","withInSewerImprovement","near_firestation","near_healthcare","near_libraries","near_policestation","near_schools","near_waterplants","square_feet","condition","quality","attic_finished_square_feet","basement_square_feet","basement_finished_square_feet","porch_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","stories","bedrooms","bathrooms","year_built"
"1",20036001,195000,2018-05-09,2010-09-08,1.2,"0","0",91,"0","0","0","0","0","0","0",1080,"6","5","0","0","0","0","0","0",0,1,3,2,2005
"2",20036014,365000,2018-10-04,2010-09-08,1.1899,"0","0",91,"0","0","0","0","0","0","0",2217,"6","5","0","0","0","1","1","0",1,2,3,2.5,2006
"3",20037003,373000,2018-05-31,2010-09-08,1,"0","0",91,"0","0","0","0","0","0","0",1923,"6","5","0","0","0","1","1","0",1,1,3,2,2008
"4",20044018,308000,2018-03-27,2010-09-08,4.95,"0","0",91,"0","0","0","0","0","0","0",1782,"6","7","0","0","0","0","1","0",1,1,3,2.5,1993
"5",20101012,60000,2018-10-22,2010-09-08,5.23,"0","0",91,"0","0","0","0","0","1","0",1576,"6","5","0","0","0","1","1","0",0,1,3,2,2018
"6",20112018,360000,2018-10-17,2010-09-08,2.74,"0","0",91,"0","0","0","0","0","1","0",1574,"6","5","0","0","0","1","1","0",0,2,3,2.5,2017
"7",20113031,80470,2018-08-09,2010-09-08,4.97,"0","0",91,"0","0","0","0","0","1","0",2605,"6","4","0","0","0","1","0","0",1,2,2,2,1999
"8",20264004,140000,2018-03-28,2010-09-05,7,"0","0",91,"0","0","0","0","0","0","1",903,"5","1","0","0","0","0","0","0",1,1,1,1,1988
"9",21117026,278000,2018-03-02,2010-08-06,2.49,"0","0",176,"0","0","0","0","0","0","0",2187,"6","4","0","0","0","0","0","0",1,2,3,2,1999
"10",21122027,580000,2018-11-19,2010-08-06,5,"0","1",176,"0","0","0","0","0","0","0",1852,"6","5","1","1","1","1","0","0",2,1,3,2.75,1989
"11",21145009,264950,2018-09-21,2010-08-06,1.1337,"0","0",176,"0","0","0","0","0","1","0",1293,"6","7","0","0","0","1","0","0",0,1,3,2,1995
"12",21252006,489000,2018-10-07,2010-11-06,0.8539,"0","1",176,"0","1","0","0","0","0","0",1812,"6","3","0","0","0","0","0","0",1,1,3,1.75,1982
"13",21344016,256000,2018-03-27,2010-08-06,0.85,"0","0",176,"0","0","0","0","0","0","0",1812,"6","4","0","0","0","0","0","0",0,1,2,1.75,1993
"14",21347016,435000,2018-08-06,2010-08-06,4.03,"0","0",176,"0","0","0","0","0","0","0",2776,"6","5","0","0","0","1","1","0",0,2,5,2.5,2008
"15",20022026,271000,2018-04-02,2010-09-08,5.13,"0","0",91,"0","0","0","0","0","1","0",1756,"6","5","0","0","0","0","0","0",0,2,3,2,1984
"16",20033010,229000,2018-06-11,2010-09-08,10,"0","0",91,"0","0","0","0","0","1","0",1512,"6","5","0","0","0","1","0","0",1,1,3,2,1995
"17",20037009,35000,2018-01-31,2010-09-08,1.7399,"0","0",91,"0","0","0","0","0","0","0",1728,"6","7","0","0","0","0","0","0",0,1,3,2,2018
"18",20037026,31950,2018-06-19,2010-09-08,1,"0","0",91,"0","0","0","0","0","0","0",1872,"6","4","0","0","0","0","0","0",0,2,6,3.5,2019
"19",20043016,30000,2018-02-21,2010-09-08,5.31,"0","0",91,"0","0","0","0","0","0","0",1848,"6","5","0","0","0","0","0","0",0,1,3,2,2000
"20",20101008,258000,2018-03-12,2010-09-08,4.83,"0","0",91,"0","0","0","0","0","1","0",3058,"6","3","0","0","0","0","0","0",0,1,3,2.5,1999
"21",20117008,212000,2018-02-01,2010-09-08,1.2399,"0","0",91,"0","0","0","0","0","1","0",1404,"6","7","0","0","0","0","0","0",0,1,4,2,2000
"22",20132033,349500,2018-06-05,2010-09-08,5.02,"0","0",91,"0","1","0","0","0","0","0",1266,"6","3","0","0","0","0","1","0",1,1.5,1,1.75,2006
"23",20136003,297500,2018-12-03,2010-09-08,1.9599,"0","0",91,"0","1","0","0","0","0","0",2664,"6","4","0","0","0","1","0","0",1,2,5,3,1991
"24",20142011,271100,2018-02-07,2010-09-08,4.86,"0","0",91,"0","1","0","0","0","0","0",1903,"4","4","0","0","0","0","0","0",2,2,3,1.75,1989
"25",20225007,260000,2018-07-26,2010-09-05,2.25,"0","0",91,"0","0","0","0","0","0","0",2786,"6","4","0","0","0","0","0","0",0,1,3,2,1995
"26",20241080,464000,2018-05-29,2010-09-05,5.04,"0","0",91,"0","1","0","0","0","0","0",3146,"6","6","0","0","0","0","0","0",1,2,3,2.75,2008
"27",20242001,445000,2018-12-21,2010-11-06,3.2541,"0","1",91,"0","1","0","0","0","0","0",960,"6","4","0","1","0","1","0","0",1,1,2,1,1985
"28",20242037,280000,2018-03-08,2010-11-06,0.601,"0","1",91,"0","1","0","0","0","0","0",780,"5","3","0","1","1","1","0","0",0,1,2,2,1971
"29",20243045,649000,2018-06-13,2010-11-06,1.1937,"0","1",91,"0","1","0","0","0","0","0",1940,"6","4","0","0","0","0","0","0",1,1.5,3,1.5,1980
"30",20271017,379900,2018-11-15,2010-09-05,5,"0","0",91,"0","0","0","0","0","0","1",3310,"6","5","0","0","0","0","0","0",1,1,3,2,2008
"31",21017008,32526,2018-11-20,2010-10-01,1.35,"0","0",176,"0","1","1","1","0","0","0",2691,"6","5","0","0","0","0","0","0",0,2,6,3,2000
"32",21021049,683850,2018-03-12,2010-11-13,2.1005,"0","1",176,"0","1","1","1","0","1","0",1344,"6","5","0","1","1","1","0","1",1,2,3,2.5,2002
"33",21023076,350000,2018-05-04,2010-10-01,0.7143,"0","0",176,"0","0","0","0","0","1","0",2168,"6","4","0","0","0","0","0","0",1,1,3,1,2002
"34",21115001,3e+05,2018-02-26,2010-08-06,2.27,"0","0",176,"0","0","0","0","0","0","0",1244,"6","5","0","0","0","1","1","1",0,1,3,2,1996
"35",21116001,399950,2018-04-06,2010-08-06,2.4,"0","0",176,"0","0","0","0","0","0","0",1940,"6","5","0","0","0","1","1","0",0,1,3,2,2016
"36",22144045,262000,2018-08-16,2010-10-02,4.72,"0","1",97,"0","0","0","0","0","0","0",1620,"6","7","0","0","0","0","0","0",0,1,3,2,2018
"37",22145028,307952,2018-09-18,2010-10-02,2.37,"0","0",97,"0","0","0","0","0","0","0",2406,"6","5","0","0","0","1","1","0",0,2,3,2.75,2008
"38",22235012,247000,2018-08-22,2010-10-02,1.8299,"0","0",97,"0","0","0","0","0","0","0",1809,"6","5","0","0","0","1","0","0",0,1,4,2,1999
"39",22248024,375000,2018-11-08,2010-10-02,1.15,"0","0",97,"0","0","0","0","0","0","0",1959,"6","5","0","0","0","1","1","0",0,2,3,2.5,1996
"40",22347001,192000,2018-06-01,2010-10-01,0.2799,"0","0",97,"0","0","0","0","0","1","0",1024,"6","4","0","0","0","0","0","0",0,1,3,1.5,2002
"41",22351027,129900,2018-05-16,2010-10-01,4.77,"0","1",97,"0","0","0","0","0","1","0",2634,"6","4","0","0","0","0","0","0",0,1,3,1.75,1992
"42",119063010,50000,2018-04-06,2013-01-11,0.2183,"0","1",23,"0","0","0","0","0","1","0",810,"6","4","0","1","1","1","0","0",1,1,2,1.5,1981
"43",119063011,250000,2018-10-15,2013-01-11,0.1604,"0","1",23,"0","0","0","0","0","1","0",480,"6","1","0","0","0","1","0","0",0,1,2,1,1975
"44",120017050,555300,2018-04-11,2012-05-01,1.2699,"0","0",24,"0","1","0","0","0","0","0",2010,"6","5","0","1","1","1","1","0",1,1,4,3,2002
"45",120017066,279950,2018-05-07,2012-05-01,0.5,"0","0",24,"0","1","0","0","0","0","0",1125,"6","4","0","0","0","0","1","0",1,1,3,1,1990
"46",120017072,610000,2018-11-06,2012-05-01,1.4,"0","0",24,"0","1","0","0","0","0","0",3744,"6","5","0","0","0","0","0","0",1,1.5,3,2.75,2000
"47",120074042,575000,2018-03-27,2010-11-06,2.7582,"0","1",24,"0","0","0","0","0","0","0",2418,"6","4","0","0","0","1","0","0",2,3,4,2.5,1986
"48",120336002,475000,2018-09-10,2013-01-11,1.5151,"0","1",24,"0","0","0","1","0","0","0",2243,"5","5","0","1","1","1","0","0",1,1,3,1.75,1996
"49",121014027,425000,2018-06-13,2012-06-05,2.04,"0","0",149,"0","1","0","0","0","1","0",3032,"6","5","0","0","0","0","0","0",1,2,5,2.75,2002
"50",21131047,260000,2018-07-03,2010-08-06,2.05,"0","0",176,"0","0","0","0","0","1","0",1357,"6","5","0","0","0","1","0","0",1,1,3,2,1999
"51",21238007,292000,2018-12-19,2010-08-06,2.5,"0","0",176,"0","1","0","0","0","0","0",1792,"6","2","0","0","0","0","0","0",1,1,3,2,2001
"52",21274007,415000,2018-08-13,2010-08-06,4.85,"0","0",176,"0","1","0","0","0","0","0",2392,"6","5","0","0","0","1","1","0",1,2,3,2.25,1993
"53",21332001,639000,2018-02-20,2010-11-06,6.17,"0","1",176,"0","1","0","0","0","0","0",2923,"6","5","0","0","0","1","0","0",0,2,3,2.5,1996
"54",21341013,122900,2018-06-26,2010-08-06,4.15,"0","0",176,"0","0","0","0","0","0","0",3109,"6","4","0","0","0","0","0","0",2,2,5,3.75,1978
"55",21341021,340000,2018-05-21,2010-08-06,2.83,"0","0",176,"0","0","0","0","0","0","0",1984,"4","6","0","0","0","1","1","0",1,1,3,1.75,2006
"56",21347029,110000,2018-06-28,2010-08-06,2,"0","0",176,"0","0","0","0","0","0","0",1620,"5","3","0","0","0","0","0","0",1,1,3,2,1989
"57",21352005,144500,2018-08-21,2010-08-06,1.08,"0","0",176,"0","1","0","0","0","0","0",1038,"6","3","0","0","0","0","1","0",1,1,2,1,1990
"58",21362023,666666,2018-06-01,2010-11-06,7.76,"0","1",176,"0","1","0","0","0","0","0",1698,"6","5","0","0","0","1","0","0",1,2,3,1.75,1980
"59",22153003,359950,2018-07-25,2010-10-02,2.62,"0","0",97,"0","0","0","0","0","0","0",1330,"6","5","0","0","0","1","1","0",0,1,3,1.75,2017
"60",22234041,2e+05,2018-04-27,2010-10-02,3.5,"0","0",97,"0","1","0","0","0","0","0",1864,"6","2","0","0","0","0","0","0",1,1,2,1,1982
"61",22247006,360000,2018-09-10,2010-10-02,2.23,"0","0",97,"0","1","0","0","0","0","0",1885,"6","5","0","1","1","1","0","0",2,1.5,3,2.5,2000
"62",22248014,470000,2018-02-08,2010-10-02,1.25,"0","0",97,"0","0","0","0","0","0","0",3064,"6","6","0","0","0","1","1","0",1,2,3,1.75,1994
"63",22252030,186408,2018-05-18,2010-10-02,5,"0","0",97,"0","1","0","0","0","0","0",3306,"6","4","0","0","0","0","0","0",0,2,2,1,2001
"64",22253009,325000,2018-07-10,2010-10-02,4.73,"0","0",97,"0","1","0","0","0","0","0",2742,"6","5","0","0","0","0","0","0",1,1,3,2.5,2000
"65",22266011,234000,2018-06-13,2010-10-02,2.39,"0","0",97,"0","1","0","0","0","0","0",960,"6","4","0","0","0","1","1","0",1,1,3,1.75,1991
"66",22355011,265900,2018-06-14,2010-10-01,1,"0","0",97,"0","0","0","0","0","1","0",1848,"6","5","0","0","0","1","0","0",0,1,3,1.75,2005
"67",22364016,695500,2018-10-17,2010-10-01,2.1,"1","0",97,"0","1","1","1","0","0","0",2571,"6","7","0","0","0","1","0","1",1,2,3,2.5,2007
"68",121017027,245000,2018-05-31,2012-06-05,0.8,"0","0",149,"0","1","0","0","0","0","0",2264,"6","6","0","0","0","0","0","0",2,1,3,2.25,1984
"69",121018039,7e+05,2018-07-06,2012-06-05,0.7997,"0","0",149,"0","0","0","0","0","1","1",2446,"6","6","0","0","0","1","1","0",1,1,3,2.5,2018
"70",121023028,420000,2018-06-20,2012-06-05,0.8199,"0","0",149,"0","1","0","0","0","0","0",1302,"6","5","0","1","1","1","1","0",1,1,4,1.75,1981
"71",121023036,275000,2018-03-08,2012-06-05,0.1899,"0","0",149,"0","1","0","0","0","0","0",1064,"6","4","0","0","0","1","1","0",1,1,3,1.5,1982
"72",121026004,355000,2018-05-18,2012-06-05,1.1,"0","0",149,"0","0","0","0","0","0","0",1728,"6","5","0","0","0","1","0","0",0,1,4,2,2000
"73",121028020,185330,2018-08-13,2012-06-05,0.4699,"0","0",149,"0","1","0","0","0","0","0",2356,"6","5","0","0","0","1","1","0",1,2,3,2.25,1988
"74",121028061,470000,2018-07-19,2012-06-05,0.6899,"0","0",149,"0","1","0","0","0","0","0",1539,"6","5","0","0","0","1","1","0",1,1,3,1.75,2005
"75",121104026,657500,2018-05-16,2012-07-04,0.6701,"1","0",149,"0","1","0","0","0","0","0",2141,"6","4","0","0","0","0","0","0",1,1,3,2.75,1988
"76",121128022,464000,2018-10-07,2012-06-05,0.7199,"0","0",149,"0","0","0","0","0","1","0",1849,"6","5","0","0","0","1","1","0",1,1,3,2,1994
"77",121128025,548375,2018-09-06,2012-06-05,1.25,"0","0",149,"0","0","0","0","0","1","0",3142,"6","6","0","0","0","1","1","0",1,1.5,3,2.5,1991
"78",121145004,486250,2018-07-18,2012-07-04,1.26,"0","0",149,"0","1","0","0","0","0","0",1426,"6","6","0","1","1","1","1","0",1,1,4,2.5,1993
"79",121147025,355000,2018-02-09,2012-07-04,0.5012,"0","0",149,"0","0","0","0","0","0","0",1212,"6","5","0","0","0","1","1","0",0,1,3,2,1992
"80",121223009,1e+05,2018-03-13,2012-07-04,0.26,"0","0",149,"0","1","0","0","0","0","0",1229,"6","3","0","0","0","1","0","0",1,1,2,2,1993
"81",121225026,360000,2018-11-20,2012-07-04,1.1888,"0","0",149,"0","1","0","0","0","1","0",1164,"6","5","0","0","0","1","1","0",1,1,2,1.75,1991
"82",121225075,280000,2018-06-11,2012-07-04,1.1899,"0","0",149,"0","1","0","0","0","0","0",1908,"6","5","0","0","0","0","0","0",1,1,3,2,1998
"83",121235049,366119,2018-05-25,2012-06-05,1.0199,"0","0",149,"0","1","0","0","0","1","0",4265,"6","9","0","0","0","1","1","0",2,2,4,2.5,2007
"84",121236105,414500,2018-08-15,2012-06-05,1.2793,"0","0",149,"0","1","0","0","0","0","0",1681,"6","5","1","0","0","1","1","0",1,1.5,3,2.25,1994
"85",121238006,350000,2018-05-25,2012-06-05,0.58,"0","0",149,"0","1","0","0","0","1","0",1580,"6","5","0","0","0","1","1","0",1,1,3,1.75,1986
"86",121238059,469500,2018-08-20,2012-06-05,2.18,"0","0",149,"0","1","0","0","0","1","0",2054,"6","5","0","0","0","1","1","1",1,1,3,1.75,1991
"87",121243063,425500,2018-02-16,2012-06-05,0.63,"0","0",149,"0","1","0","0","0","1","0",2272,"6","6","0","0","0","1","1","0",2,2,4,2.25,1994
"88",121243073,437000,2018-03-19,2012-06-05,0.63,"0","0",149,"0","1","0","0","0","1","0",2362,"6","5","0","0","0","1","1","0",1,2,3,2.25,1995
"89",121244035,430000,2018-08-14,2012-06-05,0.66,"0","0",149,"0","1","0","0","0","1","0",2100,"6","5","0","0","0","1","0","0",0,1,3,1.5,1994
"90",20012009,87500,2018-01-30,2010-09-08,0.8899,"0","0",91,"0","0","0","0","0","0","0",620,"6","2","0","0","0","0","0","0",0,1,2,1,2001
"91",20036008,35000,2018-10-11,2010-09-08,1.5399,"0","0",91,"0","0","0","0","0","0","0",1778,"6","5","0","0","0","0","0","0",0,1,3,2,2002
"92",20045009,289000,2018-02-28,2010-09-08,1.26,"0","0",91,"0","0","0","0","0","0","0",1716,"6","5","0","0","0","0","1","0",0,1,3,2,2016
"93",20154010,316000,2018-04-03,2010-09-08,10,"0","0",91,"0","0","0","0","0","0","0",1558,"6","4","0","0","0","1","0","0",0,1,3,1.75,2005
"94",20232007,450000,2018-09-04,2010-09-05,5,"0","0",91,"0","1","0","0","0","0","0",2448,"6","5","0","0","0","1","1","0",0,1,3,2.5,2006
"95",20232019,96000,2018-02-22,2010-09-05,2.5,"0","0",91,"0","1","0","0","0","0","0",1782,"6","3","0","0","0","1","0","0",0,1,3,2,2001
"96",20262034,292300,2018-05-23,2010-09-05,5,"0","0",91,"0","0","0","0","0","0","0",1404,"6","7","0","0","0","1","0","0",0,1,3,2,2003
"97",20263042,520000,2018-02-01,2010-11-06,1.1699,"0","1",91,"0","0","0","0","0","0","1",1788,"6","4","0","0","0","1","1","0",2,1,3,1.75,1984
"98",21016002,499000,2018-07-30,2010-10-01,2.18,"0","0",176,"0","1","1","1","0","1","0",3636,"6","4","0","0","0","0","0","0",2,4,3,4,1991
"99",21022046,194000,2018-01-16,2010-10-01,2.05,"0","0",176,"0","0","0","0","0","1","0",1183,"2","4","0","0","0","1","1","0",1,1,1,1,1966
"100",21035020,171667,2018-12-18,2010-11-13,0.96,"0","1",176,"0","0","0","0","0","1","0",1448,"6","3","0","1","0","1","0","1",1,1,4,1,1972
"101",21104031,465000,2018-10-04,2010-08-06,4.99,"0","0",176,"0","0","0","0","0","0","0",1804,"6","5","0","0","0","1","1","0",1,1,3,2,2016
"102",21116022,185592,2018-12-14,2010-08-06,1.2396,"0","0",176,"0","0","0","0","0","0","0",2232,"6","6","0","0","0","0","0","0",0,2,3,2,2002
"103",21132012,107938,2018-11-09,2010-08-06,2.25,"0","0",176,"0","0","0","0","0","1","0",1494,"6","5","0","0","0","1","1","0",0,1,4,2,2004
"104",21133039,379000,2018-08-25,2010-08-06,3,"0","0",176,"0","0","0","0","0","1","0",1576,"6","5","0","0","0","1","1","0",0,1,3,2,2017
"105",21233021,166500,2018-08-13,2010-08-06,0.4817,"0","0",176,"0","1","0","0","0","0","0",1540,"6","4","0","0","0","0","0","0",0,1,3,2,1996
"106",21275008,315000,2018-09-24,2010-08-06,2.5,"0","0",176,"0","0","0","0","0","0","0",1870,"6","7","0","0","0","1","0","0",0,1,3,2,2001
"107",119174008,550000,2018-08-09,2013-01-11,1.8632,"0","1",23,"0","0","0","0","0","0","0",1632,"6","7","0","1","1","1","0","0",3,1,3,2.75,1990
"108",119181026,625000,2018-09-10,2013-01-01,5.04,"1","0",23,"0","0","0","0","0","0","0",3229,"6","6","0","0","0","1","0","0",2,2.5,4,3.75,2001
"109",120012026,585000,2018-03-05,2012-05-01,1.0431,"0","0",24,"0","1","0","0","0","0","0",1796,"6","6","0","1","1","1","1","0",1,1,3,2.5,2005
"110",120121033,332000,2018-06-05,2012-05-01,0.5199,"0","0",24,"0","1","0","0","0","0","0",1924,"6","5","0","0","0","1","1","0",1,1,3,2.25,1988
"111",120125026,522750,2018-03-22,2012-05-01,1.15,"1","0",24,"0","1","0","0","0","0","0",3056,"6","6","0","1","1","1","1","0",2,2,4,3.5,1992
"112",120187003,390000,2018-07-25,2010-09-08,1.25,"0","0",24,"0","0","0","0","0","0","0",1852,"6","6","0","0","0","1","1","0",1,1,3,2,2004
"113",121014049,470000,2018-02-15,2012-06-05,2.79,"0","0",149,"0","0","0","0","0","1","1",1492,"6","4","0","1","0","1","1","1",1,1,3,1.75,1983
"114",121022082,590000,2018-03-06,2012-06-05,5.68,"0","0",149,"0","1","0","0","0","0","0",2907,"6","6","0","0","0","1","1","0",1,2,3,2.75,1994
"115",121024084,550000,2018-04-02,2012-06-05,5.73,"0","0",149,"0","1","0","0","0","0","0",4242,"6","4","0","0","0","0","0","0",2,3,5,3.5,1989
"116",121031036,3e+05,2018-01-11,2012-11-30,1.7355,"0","1",149,"0","0","0","0","0","0","0",3991,"6","7","0","0","0","0","0","0",3,1.5,3,2.75,1998
"117",121062063,510000,2018-10-17,2010-11-13,3.3,"0","1",149,"0","1","1","1","0","0","0",2107,"6","4","0","0","0","0","0","0",1,2,3,2.75,1975
"118",121073007,2e+05,2018-01-10,2010-11-13,0.482,"0","1",149,"0","0","0","0","0","0","0",956,"6","3","0","0","0","1","0","0",0,1,2,1,1995
"119",121112006,356250,2018-12-18,2012-07-04,0.3899,"1","0",149,"0","1","0","0","0","0","0",1436,"6","5","0","1","1","1","1","0",2,1,4,2.25,1978
"120",121128018,450000,2018-11-13,2012-06-05,3.79,"0","1",149,"0","0","0","0","0","1","0",1788,"6","5","0","0","0","1","1","0",1,2,3,2.25,2000
"121",121143090,105000,2018-04-13,2012-07-04,1,"0","0",149,"0","1","0","0","0","0","0",1974,"6","5","0","0","0","1","1","0",0,2,3,2.5,2018
"122",121144032,689000,2018-05-29,2012-07-04,1.9699,"0","0",149,"0","1","0","0","0","1","0",2199,"6","6","1","0","0","1","1","0",3,1,3,2.5,2016
"123",121247071,535000,2018-11-12,2012-06-05,0.6199,"0","0",149,"0","1","0","0","0","1","0",2160,"6","6","0","0","0","1","1","0",1,2,4,2.5,2013
"124",121256024,128500,2018-08-01,2012-06-05,0.5099,"0","0",149,"0","1","0","0","0","1","0",1344,"6","4","0","0","0","1","0","1",1,1,3,1,1997
"125",121261096,505000,2018-07-03,2012-06-05,0.7552,"0","0",149,"0","1","0","0","0","1","0",2292,"6","6","1","0","0","1","1","0",1,2,3,2.5,2005
"126",121265014,439000,2018-08-01,2012-06-05,1.15,"0","0",149,"0","0","0","0","0","1","0",2892,"6","4","0","0","0","0","0","0",1,2,3,2.25,1988
"127",121367012,490000,2018-04-23,2012-05-01,0.71,"1","0",149,"0","0","0","0","0","0","0",768,"6","4","0","1","1","1","0","0",1,1,2,1.75,1985
"128",122141083,630000,2018-08-13,2011-11-22,2.45,"0","1",451,"0","0","0","0","0","1","0",2704,"6","6","0","0","0","0","0","0",2,2,3,1.75,1984
"129",122143057,360000,2018-10-04,2011-02-07,1.0899,"0","0",451,"0","0","0","0","0","0","0",2350,"6","4","0","0","0","0","0","0",1,1,3,1.75,1996
"130",122167009,334900,2018-08-06,2011-02-07,2.57,"0","1",451,"0","1","0","0","0","0","0",1472,"6","5","0","0","0","1","1","0",0,2,3,2.25,2017
"131",122173010,550000,2018-08-29,2010-04-04,5,"0","0",451,"0","0","0","0","0","0","0",1848,"6","7","0","1","1","1","0","0",2,1,3,3,1993
"132",122175011,310000,2018-11-30,2010-04-04,1.11,"0","0",451,"0","0","0","0","0","0","0",1297,"6","5","0","0","0","1","1","0",1,1,3,2,1995
"133",122194055,530000,2018-02-15,2010-04-04,5.05,"0","0",451,"0","0","0","0","0","0","0",3024,"6","4","0","0","0","1","0","0",1,3.5,6,3.5,1996
"134",122201039,280000,2018-08-17,2010-04-04,0.4247,"0","1",451,"0","0","0","0","0","0","0",1800,"6","4","0","0","0","1","0","0",1,1,3,1.5,1983
"135",122206015,284000,2018-04-12,2010-04-04,1,"0","0",451,"0","0","0","0","0","0","0",1420,"6","5","0","0","0","1","1","0",1,1,3,1.75,1996
"136",122214103,630000,2018-10-17,2011-02-07,1.33,"0","0",451,"0","1","0","0","0","1","0",3223,"6","6","0","0","0","1","1","0",0,2,4,3.5,2013
"137",20021029,292750,2018-05-24,2010-09-08,6.5039,"0","0",91,"0","0","0","0","0","0","0",1416,"6","5","0","0","0","1","0","0",0,2,2,1.75,1998
"138",20043011,276500,2018-05-23,2010-09-08,4.51,"0","0",91,"0","0","0","0","0","0","0",1759,"6","5","0","1","0","0","1","0",0,1,3,2,2008
"139",20044023,289000,2018-08-28,2010-09-08,5.21,"0","0",91,"0","0","0","0","0","0","0",2537,"6","5","0","0","0","1","0","0",0,1,3,2,1999
"140",20045007,185000,2018-04-26,2010-09-08,1.3899,"0","0",91,"0","0","0","0","0","0","0",1296,"6","5","0","0","0","1","0","0",0,1,3,2,1995
"141",20101026,334950,2018-04-05,2010-09-08,4.64,"0","0",91,"0","0","0","0","0","1","0",1330,"6","5","0","0","0","1","1","0",0,1,3,1.75,2017
"142",20103015,4e+05,2018-01-04,2010-09-08,7.68,"0","0",91,"0","0","0","0","0","0","0",3808,"6","5","0","0","0","0","0","0",1,3,3,2.5,1995
"143",20112028,325000,2018-05-14,2010-09-08,1.3461,"0","0",91,"0","0","0","0","0","1","0",1917,"6","5","0","0","0","1","1","0",0,2,3,2.5,2007
"144",20113041,75000,2018-09-10,2010-09-08,4.96,"0","0",91,"0","0","0","0","0","1","0",2464,"6","5","0","0","0","1","1","0",0,1,4,2.5,2019
"145",20123009,237000,2018-10-29,2010-09-08,0.75,"0","0",91,"0","1","0","0","0","0","0",1759,"6","5","0","0","0","1","1","0",0,1,3,2,2006
"146",20148004,315000,2018-10-26,2010-09-08,2.37,"0","0",91,"0","1","0","0","0","0","0",1224,"6","5","0","0","0","1","1","0",0,1,3,2,2017
"147",20221025,260000,2018-12-11,2010-09-05,2.27,"0","0",91,"0","0","0","0","0","0","0",1980,"6","4","0","0","0","0","0","0",0,2,3,2,2006
"148",20233004,53000,2018-07-02,2010-09-05,10,"0","0",91,"0","0","0","0","0","0","0",924,"1","3","0","0","0","0","0","0",1,1,2,1,1971
"149",20252030,490000,2018-07-31,2010-11-06,0.6887,"0","1",91,"0","0","0","0","0","0","0",1828,"6","4","0","0","0","1","0","0",1,1.5,3,2.75,1990
"150",21021046,505000,2018-01-24,2010-10-01,3,"0","1",176,"0","1","1","1","0","1","0",2480,"6","6","0","0","0","1","1","0",1,2,3,2.5,2011
"151",21104007,282000,2018-02-20,2010-08-06,10,"0","0",176,"0","0","0","0","0","0","0",2150,"6","5","0","0","0","1","1","0",1,1,3,2,2003
"152",21114039,460000,2018-12-14,2010-08-06,4.8,"1","0",176,"0","0","0","0","0","0","0",2556,"6","5","0","0","0","1","1","0",2,1,4,2.5,2004
"153",21126002,249000,2018-06-27,2010-08-06,2.48,"0","0",176,"0","1","1","1","0","0","0",1782,"6","3","0","0","0","1","0","0",1,1,3,2,2001
"154",21136002,139000,2018-08-03,2010-08-06,2.07,"0","0",176,"0","0","0","0","0","1","0",1395,"6","5","0","0","0","1","1","0",1,1,3,1.75,1986
"155",21141035,480000,2018-08-27,2010-08-06,4.41,"0","1",176,"0","0","0","0","0","1","0",2968,"6","4","0","0","0","1","1","0",2,2,5,3.75,1992
"156",21231018,561172,2018-01-02,2010-08-06,1.8365,"0","0",176,"0","0","0","0","0","1","0",3854,"6","6","1","0","0","1","1","0",1,2,5,3.5,1995
"157",21233015,3e+05,2018-11-27,2010-12-03,0.3558,"0","1",176,"0","1","0","0","0","0","0",2318,"6","6","0","0","0","0","0","0",0,2,3,2,2008
"158",21263019,320000,2018-10-02,2010-08-06,9.09,"0","0",176,"0","1","0","0","0","0","0",4210,"6","4","0","0","0","0","0","0",1,2,3,2,1999
"159",21347003,65000,2018-02-08,2010-08-06,1,"0","0",176,"0","0","0","0","0","0","0",1264,"4","2","0","0","0","0","0","0",1,2,2,1,1982
"160",22144055,420000,2018-05-03,2010-10-02,5,"0","0",97,"0","0","0","0","0","0","0",1584,"6","5","0","0","0","1","1","0",1,2,3,2.25,1994
"161",22224005,355000,2018-07-26,2010-10-02,2.46,"0","0",97,"0","0","0","0","0","0","0",3646,"5","2","0","0","0","0","0","0",1,1,3,1.75,1998
"162",22228009,275000,2018-07-10,2010-10-02,3.84,"0","0",97,"0","0","0","0","0","0","0",1820,"6","7","0","0","0","1","0","0",0,1,3,2,2008
"163",22232041,620000,2018-06-05,2010-10-02,10,"0","1",97,"0","1","0","0","0","0","0",3722,"6","6","1","0","0","1","1","0",1,2,5,4.5,2005
"164",22243034,429500,2018-06-14,2010-10-02,5,"0","1",97,"0","1","0","0","0","0","0",1760,"6","5","0","0","0","1","1","0",1,1,3,2,2005
"165",22247003,530000,2018-04-13,2010-10-02,1.7,"0","0",97,"0","1","0","0","0","0","0",3514,"6","5","0","0","0","1","0","1",1,1,3,3.75,1990
"166",22252027,146400,2018-05-23,2010-10-02,5,"0","0",97,"0","1","0","0","0","0","0",2346,"6","3","0","0","0","0","0","0",1,2,3,2,1996
"167",22261025,370000,2018-03-07,2010-10-02,1.7599,"0","0",97,"0","1","0","0","0","0","0",1575,"6","5","0","0","0","0","1","0",1,1,3,2,2017
